Timestamp, Acceleration x, Acceleration y, Acceleration z
11430,0.208496,-0.69873,0.369141,
11450,0.243652,-0.675293,0.401855,
11470,0.264648,-0.712891,0.39502,
11490,0.26123,-0.760742,0.34375,
11510,0.254395,-0.725586,0.303223,
11530,0.265625,-0.710449,0.352051,
11550,0.257813,-0.730957,0.404785,
11570,0.260254,-0.74707,0.381836,
11590,0.229004,-0.702637,0.305176,
11610,0.211914,-0.724121,0.286621,
11630,0.224121,-0.80127,0.34082,
11650,0.211914,-0.829102,0.322266,
11670,0.177734,-0.803223,0.324707,
11690,0.1875,-0.870117,0.359375,
11710,0.154297,-0.901855,0.344727,
11730,0.139648,-0.888184,0.347656,
11750,0.0893555,-0.92041,0.376953,
11770,0.0698242,-0.937012,0.416016,
11790,0.0639648,-0.963867,0.409668,
11810,0.0170898,-0.938477,0.355469,
11830,-0.000488281,-0.917969,0.39209,
11850,0.00488281,-0.96875,0.457031,
11870,0.00439453,-0.972656,0.449707,
11890,-0.0351563,-0.909668,0.37207,
11910,-0.0131836,-0.949219,0.405273,
11930,0.0527344,-1.03223,0.404785,
11950,0.00195313,-1.03027,0.32959,
11970,-0.0400391,-0.966797,0.385742,
11990,-0.0703125,-1.00928,0.461914,
12010,-0.0649414,-1.04736,0.491699,
12030,-0.0893555,-1.03174,0.444336,
12050,-0.0883789,-1,0.458008,
12070,-0.0776367,-1.04346,0.479492,
12090,-0.081543,-1.01123,0.398926,
12110,-0.090332,-0.944336,0.4375,
12130,-0.0668945,-0.996582,0.490234,
12150,-0.0703125,-1.00049,0.464844,
12170,-0.119141,-0.940918,0.397461,
12190,-0.11084,-0.909668,0.48291,
12210,-0.0791016,-0.975586,0.53418,
12230,-0.101563,-0.930664,0.492676,
12250,-0.123047,-0.883789,0.469238,
12270,-0.0595703,-0.903809,0.527344,
12290,-0.065918,-0.9375,0.557617,
12310,-0.0742188,-0.89502,0.501953,
12330,-0.0356445,-0.850586,0.482422,
12350,-0.0292969,-0.833984,0.567871,
12370,-0.0561523,-0.838379,0.524902,
12390,-0.0234375,-0.793945,0.456543,
12410,-0.0244141,-0.759277,0.442383,
12430,0.0302734,-0.791504,0.459961,
12450,0.0649414,-0.776855,0.498535,
12470,0.0693359,-0.719727,0.438965,
12490,0.059082,-0.715332,0.385742,
12510,0.0844727,-0.708984,0.390137,
12530,0.119629,-0.720215,0.398438,
12550,0.132324,-0.702148,0.379883,
12570,0.152344,-0.693359,0.321289,
12590,0.174316,-0.710938,0.311035,
12610,0.21582,-0.736816,0.366699,
12630,0.253906,-0.748535,0.400879,
12650,0.282227,-0.751465,0.321289,
12670,0.267578,-0.742188,0.244141,
12690,0.324707,-0.751465,0.305664,
12710,0.319336,-0.789551,0.304688,
12730,0.314453,-0.78125,0.281738,
12750,0.282715,-0.727539,0.243652,
12770,0.306152,-0.77002,0.248047,
12790,0.268066,-0.80127,0.305176,
12810,0.231445,-0.756836,0.307129,
12830,0.206543,-0.809082,0.232422,
12850,0.224121,-0.887695,0.250977,
12870,0.202637,-0.918457,0.279785,
12890,0.170898,-0.913086,0.240723,
12910,0.128906,-0.928223,0.217773,
12930,0.137695,-0.986328,0.287598,
12950,0.140137,-1.01953,0.369141,
12970,0.110352,-1.03418,0.366211,
12990,0.0595703,-1.03809,0.372559,
13010,0.0327148,-1.02637,0.346191,
13030,0.0336914,-0.999512,0.285156,
13050,0.0244141,-0.997559,0.312012,
13070,0.043457,-1.02832,0.335449,
13090,0.0439453,-0.996582,0.355957,
13110,0.0439453,-0.983398,0.397461,
13130,0.0737305,-0.999023,0.436523,
13150,0.0605469,-1.01904,0.388184,
13170,-0.0244141,-1.02002,0.321289,
13190,-0.0112305,-1.00684,0.400391,
13200,-0.043457,-1.04248,0.415039,
13220,-0.015625,-0.999023,0.456543,
13240,-0.0673828,-1.08545,0.40918,
13260,-0.114258,-1.06299,0.327637,
