Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
9610,0,5,14,-9,-3,-1,-2,-1,
9615,-4,-8,-24,-6,0,-2,-2,0,
9620,-2,-1,-32,-1,-1,1,1,-2,
9625,-1,4,80,4,-2,-3,0,-1,
9630,-4,-5,-18,17,5,2,3,-1,
9635,-3,2,-14,-8,0,1,-3,-4,
9640,1,-2,-1,-10,-5,0,0,13,
9645,-1,-1,-8,-1,0,-1,-3,-1,
9650,1,3,5,-4,-1,-2,1,-3,
9655,3,-1,7,1,-2,-1,0,-1,
9660,-4,-1,1,4,2,-1,1,-2,
9665,-3,-2,-22,1,-1,1,-1,1,
9670,-2,1,0,-7,-4,-1,-3,0,
9675,0,-2,4,-2,-2,-3,-5,-3,
9680,1,0,0,-4,-1,-3,-5,-2,
9685,-4,-4,-11,1,2,11,0,-1,
9690,1,-1,-2,0,-4,-14,-3,-2,
9695,-2,-1,-6,-12,-3,7,1,-7,
9700,5,1,4,6,0,-11,-3,-1,
9705,-2,0,-16,-1,-5,-4,2,3,
9710,0,9,82,22,8,6,1,0,
9715,0,-6,-28,-14,-2,-7,-2,-2,
9720,-1,-1,-3,-7,-15,-2,-2,-8,
9725,4,-2,-21,-6,-5,-6,1,3,
9730,-3,-5,-21,-5,6,3,2,-1,
9735,1,0,8,7,4,-2,1,4,
9740,-5,-2,19,8,9,6,-2,-3,
9745,-1,0,-2,-11,-2,-1,-2,-4,
9750,-1,-3,-16,18,9,5,1,0,
9755,0,3,22,-10,-2,-3,-3,0,
9760,-3,-1,-19,-4,1,0,2,0,
9765,0,-2,8,-3,-6,-1,-3,-2,
9770,0,-1,-11,-10,-5,-3,-1,0,
9775,-2,-2,-20,5,1,4,0,-1,
9780,-1,3,9,-1,3,2,0,1,
9785,-3,-2,7,-5,-3,0,-3,-2,
9790,0,-2,-19,6,-5,-7,-3,-3,
9795,-1,2,14,-1,-1,3,1,0,
9800,0,-2,2,-2,-9,-6,0,1,
9805,-4,0,2,2,8,8,2,1,
9810,4,-2,-33,-20,1,-4,-8,1,
9815,-4,-5,-20,1,-17,-18,-4,-5,
9820,-2,-8,-19,-4,-5,-1,-1,-1,
9825,4,7,-4,-2,-4,-7,-3,-2,
9830,-3,-7,5,5,-2,5,-2,-1,
9835,1,-1,-4,-6,5,4,1,0,
9840,0,-2,-9,-1,3,4,0,-3,
9845,-4,-8,5,3,-6,-3,-2,-2,
9850,-4,-5,-9,-16,-5,-2,-1,0,
9855,1,8,7,-2,6,2,-3,3,
9860,-2,2,10,34,3,1,0,-2,
9865,-2,-5,-6,-7,5,3,1,-1,
9870,2,0,1,-22,-17,-6,-3,-1,
9875,-1,-5,29,-2,-1,1,0,0,
9880,-2,-1,9,-6,2,4,2,-1,
9885,-1,-1,-1,5,4,-4,-5,-1,
9890,0,5,-5,15,9,3,2,0,
9895,-3,-7,-68,-7,-12,-4,-2,2,
9900,-1,0,41,-5,-3,1,-3,0,
9905,0,1,9,-4,-3,-1,0,0,
9910,-2,-1,17,1,4,5,-1,-3,
9915,1,5,4,15,5,-5,-3,2,
9920,-2,-4,-26,-13,-2,-8,-3,-2,
9925,1,-3,-12,0,-8,-5,-4,-2,
9930,0,-3,-5,-7,-6,-2,2,1,
9935,-4,-4,9,1,-4,2,0,-7,
9940,2,9,20,6,6,2,-1,4,
9945,-1,-1,9,5,7,2,0,0,
9950,0,1,2,0,-1,-1,-2,-4,
9955,-2,-3,6,-7,0,1,-1,-3,
9960,0,-1,-1,18,0,-4,-2,0,
9965,-3,0,-14,-10,-5,2,-1,-6,
9970,0,-2,-1,-5,-3,-7,-5,0,
9975,-4,-5,-12,-2,3,4,2,0,
9980,-4,-6,-37,-13,-9,-7,-4,-7,
9985,0,-1,11,-1,-3,-1,2,1,
9990,1,11,-3,12,1,-2,-1,-2,
9995,-2,-2,26,-13,-3,-1,0,1,
10000,-2,-2,-17,1,1,-1,-2,-3,
10005,-1,-2,-23,5,-4,-4,-2,-1,
10010,-2,-4,-46,-13,-5,-1,-2,-3,
10015,-1,-10,-5,3,0,0,-3,0,
10020,3,4,14,0,3,3,1,3,
10025,-2,-7,6,-18,-7,-1,0,-4,
10030,0,4,-16,17,9,5,-2,1,
10035,0,0,-2,-1,-5,-10,-4,1,
10040,-2,-6,22,-11,-4,0,-2,-3,
10045,1,-1,13,3,1,-1,2,2,
10050,-3,-3,15,-8,-7,-3,-1,-2,
10055,-1,2,3,-4,4,3,1,-2,
10060,1,-2,-10,9,0,1,-1,0,
10065,-2,3,-16,-1,0,-2,0,1,
10070,-1,-4,21,-1,-3,-3,0,-2,
10075,-1,0,-16,-4,0,-2,0,-2,
10080,-4,-1,26,-16,-7,-4,1,0,
10085,5,14,9,25,9,5,2,0,
10090,-4,-7,-37,-17,0,-5,-1,-1,
10095,1,3,47,16,-5,1,2,-2,
10100,-1,-2,0,2,0,1,1,-2,
10105,-1,-5,-24,-12,-4,-2,-4,-1,
10110,0,-2,25,1,-2,-2,-1,1,
10115,-1,3,29,3,-3,0,1,-1,
10120,-3,-2,-12,12,2,1,0,-1,
10125,1,-2,-21,-3,2,2,-2,-2,
10130,-3,3,53,-1,-2,1,1,-2,
10135,-1,-4,-35,-14,-3,1,-1,-2,
10140,0,2,3,14,1,-4,-1,0,
10145,0,-3,2,-2,-4,-3,-3,-1,
10150,-1,-7,-21,-7,-3,-3,-5,-2,
10155,-2,1,0,20,8,3,2,1,
10160,0,-3,-23,-36,-8,-1,-3,1,
10165,-1,0,9,18,2,-3,0,1,
10170,-1,7,-1,-3,0,-3,-4,-2,
10175,-3,-3,-17,1,-3,-1,-2,-1,
10180,3,7,-2,1,0,0,0,-2,
10185,-1,-7,-1,-6,2,0,-2,-4,
10190,0,-4,-20,-16,-11,-4,-1,-2,
10195,-1,-1,4,5,6,1,-3,-2,
10200,0,-5,-39,-23,-4,-1,-1,-1,
10205,1,9,74,43,5,2,-2,0,
10210,0,0,17,-7,-2,-3,1,-1,
10215,0,-4,8,-4,-1,-3,-1,1,
10220,-2,-5,-25,7,0,0,-1,-1,
10225,-1,-2,-7,-19,-6,-2,-4,0,
10230,-3,-6,-12,7,-1,0,-2,1,
10235,-2,-2,-2,0,-1,0,0,0,
10240,-1,-3,13,-1,0,0,0,-3,
10245,-2,0,-11,-11,-5,-4,1,0,
10250,1,-1,3,9,1,-2,0,-1,
10255,-2,-3,-16,0,-2,-2,-3,0,
10260,-1,1,7,-10,-5,1,0,-1,
10265,-1,-1,-11,9,2,-2,-1,-1,
10270,0,2,-7,0,3,-1,-1,-1,
10275,0,3,0,-7,-4,-1,2,-3,
10280,-1,-4,-20,7,2,0,-3,0,
10285,0,1,35,-13,-2,1,-3,-1,
10290,1,-4,-15,3,-2,-3,-1,-2,
10295,0,0,1,1,0,0,-1,-1,
10300,-2,-2,1,1,-2,-2,-4,-2,
10305,-2,-7,-38,-16,-5,-3,-3,-2,
10310,-1,2,-14,3,2,2,-3,1,
10315,-5,-3,-14,-14,-5,-1,0,-2,
10320,-1,-2,9,2,0,0,0,0,
10325,0,-3,-4,4,3,-2,0,-1,
10330,1,-3,-21,6,0,1,-1,-2,
10335,0,3,29,-12,-6,-1,-1,-1,
10340,-2,0,14,3,2,-1,4,0,
10345,0,2,0,16,-1,-2,-2,-1,
10350,0,0,7,-10,-3,-2,1,-2,
10355,0,0,-5,-1,2,0,-2,-3,
10360,-2,-2,6,2,0,-1,-3,0,
10365,-2,-1,-15,-10,-2,1,-2,-3,
10370,-1,0,-9,2,0,0,0,0,
10375,-1,1,-5,-1,-5,-4,-1,2,
10380,-3,-4,2,-4,2,-2,-2,-3,
10385,-2,-4,-13,-4,-5,-4,-4,0,
10390,-4,-9,-34,-11,-2,0,-1,1,
10395,1,2,35,3,-1,-2,1,-1,
10400,0,0,-11,2,1,-2,-1,-1,
10405,-2,2,16,-6,-2,0,1,1,
10410,-1,0,37,15,-2,-1,-1,-1,
10415,-5,-5,-59,-15,0,2,2,-1,
10420,2,1,40,0,-3,1,-1,0,
10425,-1,-5,-14,-3,-1,-1,-1,-1,
10430,-3,-2,10,0,1,-2,0,-1,
10435,1,1,-1,7,2,-2,-1,-1,
10440,-1,0,3,-2,-1,0,-1,-2,
10445,-1,-3,-12,-8,0,-1,0,-2,
10450,-1,1,6,-11,-1,-1,-2,-2,
10455,-3,0,9,26,7,-1,-4,0,
10460,-1,1,-13,-7,-2,-1,-1,-1,
10465,1,-2,-7,-2,-2,-3,-1,-2,
10470,-2,2,5,-5,-2,-2,-1,-1,
10475,0,2,2,1,1,1,0,-3,
10480,-1,-3,-18,-12,-4,-1,1,1,
10485,1,1,19,5,-2,-3,-3,-1,
10490,-1,0,-8,-2,0,-4,-1,-1,
10495,0,-1,7,1,-2,0,-1,-1,
10500,-2,-3,-37,1,0,0,1,-2,
10505,-1,1,26,-12,-6,-1,1,7,
10510,0,0,27,20,3,1,0,0,
10515,-1,-2,-13,-11,0,1,-2,-1,
10520,-1,-1,0,0,-2,-4,-1,0,
10525,-4,-1,-11,-18,-5,-2,0,-3,
10530,0,-3,-16,17,2,-1,-2,1,
10535,1,-1,8,-5,-4,-5,0,1,
10540,-2,0,15,1,2,1,-3,-4,
10545,-2,0,-14,6,6,2,-1,0,
10550,0,-1,-3,-22,-10,-6,-4,-5,
10555,-1,-1,0,1,-2,-6,-2,0,
10560,-2,-3,1,0,-2,1,3,2,
10565,1,-3,-13,-1,0,5,-2,-3,
10570,0,3,40,10,4,-6,-1,-1,
10575,-1,-3,9,-3,-2,-1,-1,-4,
10580,-2,-2,7,-8,-5,-5,0,-2,
10585,-3,-4,-36,2,1,1,-2,-3,
10590,1,-1,-51,-5,2,1,-1,-3,
10595,2,5,38,8,7,4,1,-1,
10600,-2,1,-19,-1,3,-4,-1,-1,
10605,2,-2,-4,-2,-6,-5,-2,-1,
10610,-2,-5,-34,-20,-6,-2,2,3,
10615,-4,-5,-7,3,-1,0,-1,1,
10620,0,-1,14,0,-2,3,-4,-1,
10625,-1,1,-5,-2,0,-1,1,1,
10630,-1,1,4,10,2,0,-1,-3,
10635,-2,-2,-8,-13,-2,0,-2,0,
10640,-1,0,-1,7,3,2,0,-2,
10645,-1,-3,4,-1,-3,-5,-4,-4,
10650,-4,-4,10,4,-5,2,-1,0,
10655,1,-1,-11,-16,-10,-8,-1,0,
10660,-2,-4,-5,-8,-7,0,1,0,
10665,-1,1,4,4,1,-3,0,-2,
10670,-1,-1,0,0,3,3,1,0,
10675,-3,-2,-23,11,6,2,-1,-1,
10680,0,1,21,-12,-8,-7,-3,-1,
10685,4,1,-46,13,0,0,0,5,
10690,-1,2,64,-5,-7,-5,-4,-4,
10695,-2,-1,-27,-6,-2,-1,0,0,
10700,-2,-2,-8,6,6,3,2,0,
10705,-2,-2,4,-13,4,1,0,-1,
10710,-2,-5,-24,2,-6,-1,-1,-2,
10715,-2,-2,12,-2,-4,-4,0,-1,
10720,0,6,2,17,2,-5,-6,-3,
10725,-3,-7,-20,-11,-7,-7,0,-4,
10730,3,2,19,2,8,15,5,5,
10735,-3,-3,-10,0,1,4,-3,-4,
10740,1,-2,-6,4,-4,-24,-9,0,
10745,-2,0,21,-8,-12,4,3,0,
10750,1,-2,-18,-3,-4,-1,-3,3,
10755,0,-2,1,8,-2,9,0,-2,
10760,-1,1,10,14,33,16,4,3,
10765,2,10,11,-5,6,-5,-6,0,
10770,-1,-3,-11,-26,-30,-20,-2,-4,
10775,1,-1,-3,-5,-24,-6,-3,-2,
10780,-1,-4,-2,-4,-7,-1,1,-3,
10785,-4,-3,-14,13,17,8,1,0,
10790,0,5,-13,28,23,12,2,-1,
10795,0,-2,-1,-19,0,-4,-4,0,
10800,-3,-1,7,5,-16,1,1,-1,
10805,0,-1,-11,1,1,2,2,-2,
10810,0,-3,0,-3,2,-2,-7,0,
10815,-2,-7,-8,-7,-1,0,1,-1,
10820,-2,-6,-8,-10,-2,0,0,-3,
10825,0,-1,38,1,-6,-4,-2,-1,
10830,1,3,-9,8,4,3,-3,-3,
10835,0,3,-4,4,27,6,4,3,
10840,-5,0,1,-20,-32,-5,-2,-4,
10845,-2,-7,-2,-9,-18,-12,-4,-2,
10850,0,7,19,-2,-1,-5,1,1,
10855,-4,-1,38,10,-2,0,-2,-7,
10860,1,-2,-58,12,27,9,3,5,
10865,0,5,54,6,2,0,-4,-1,
10870,-6,-9,-22,-23,-23,-4,2,-3,
10875,1,1,-14,7,8,-5,-4,-1,
10880,-2,-4,-24,-33,-12,4,1,-1,
10885,2,-5,-10,41,7,-2,-2,-1,
10890,0,-1,-23,-13,7,1,0,1,
10895,-2,-4,2,-3,-8,-4,-1,1,
10900,1,0,12,0,1,2,-3,-2,
10905,-3,-1,-15,-13,0,2,-2,-6,
10910,-2,-1,16,5,4,-1,-4,-2,
10915,-2,0,11,0,-7,-2,1,0,
10920,1,-3,-11,-6,0,-3,-4,-1,
10925,0,7,87,12,0,1,1,0,
10930,0,-6,-50,0,-1,-7,-6,-3,
10935,-2,-3,6,-7,-2,-1,1,-4,
10940,0,-3,-27,-6,-3,-1,3,-2,
10945,-2,-1,-7,-1,1,0,-1,0,
10950,-2,-1,60,-4,8,2,1,-2,
10955,1,1,-29,16,4,-1,-2,1,
10960,-1,1,-20,-17,-17,-6,-2,0,
10965,-2,-5,-30,3,-3,-1,0,1,
10970,-2,0,5,0,5,3,0,-1,
10975,-2,-1,-7,-9,-5,-5,-1,-3,
10980,-4,-2,35,-2,1,-4,-3,-6,
10985,1,4,-33,4,6,2,0,0,
10990,0,-5,7,-3,-2,-2,-1,2,
10995,-3,1,-19,1,-2,-1,1,0,
11000,-2,3,41,11,2,0,-1,2,
11005,-2,-9,-35,-22,-5,-4,-4,4,
11010,-4,-3,-18,12,0,-2,0,-4,
11015,0,0,-4,-6,-4,0,-2,1,
11020,1,1,1,1,-1,2,-2,1,
11025,-2,-5,-16,-5,-2,-3,-1,-5,
11030,1,4,2,1,-3,-3,-2,-1,
11035,-1,-4,-8,1,1,-1,-1,0,
11040,1,-4,-1,1,-2,0,-2,2,
11045,-1,0,20,-21,0,-1,-1,-3,
11050,1,4,-17,41,7,0,1,-1,
11055,-4,-2,17,-19,-7,-2,-1,-1,
11060,2,6,32,15,7,2,1,-2,
11065,-3,-2,-6,-8,-5,-5,-1,-1,
11070,-4,-7,-15,-18,-2,-1,-2,-2,
11075,-3,1,2,1,3,2,-2,-3,
11080,-1,-6,4,7,-3,-2,0,-1,
11085,-1,-2,-22,-2,-2,-1,-1,0,
11090,0,-4,3,-11,-6,0,0,0,
11095,-3,-3,2,1,-2,0,0,-4,
11100,3,3,10,11,6,3,-2,-1,
11105,0,0,6,-9,-2,-1,-2,-2,
11110,-1,0,-9,-13,-4,0,2,-1,
11115,0,-2,-20,-6,-1,0,-2,1,
11120,0,0,-11,7,1,1,1,0,
11125,1,-2,-4,2,-3,-5,2,-1,
11130,-2,0,20,-6,-1,0,-1,1,
11135,-1,0,-31,-4,-2,-3,-2,-1,
11140,-2,-2,-8,-12,-3,-1,0,-3,
11145,0,1,35,5,-1,3,-1,-2,
11150,0,-4,-18,-6,-3,-1,0,0,
11155,1,1,8,4,-2,-2,-2,-3,
11160,-2,-4,5,1,1,-2,0,0,
11165,0,-3,-31,0,-2,-2,-4,-1,
11170,-5,-3,17,-2,-5,-5,-2,-3,
11175,2,1,3,9,3,2,1,2,
11180,-1,2,-30,-11,-7,-3,-1,-6,
11185,-1,-2,-13,8,0,-2,-2,0,
11190,-2,-3,-13,-18,-4,-1,-1,-1,
11195,-2,-5,-10,6,-3,-3,0,-2,
11200,-1,-1,27,-6,2,-1,-2,-3,
11205,0,-2,-11,-20,-4,0,-2,-4,
11210,1,-1,-13,48,5,1,-2,0,
11215,-1,-2,9,-18,-4,-1,-2,-3,
11220,-4,-2,-30,-7,-3,-2,0,-1,
11225,0,2,27,4,2,-1,0,2,
11230,-2,-1,6,-8,-4,-4,0,-3,
11235,0,-3,0,-1,-2,-3,-1,-3,
11240,1,-1,-5,-2,-1,0,1,2,
11245,-1,1,12,13,1,-1,-1,-2,
11250,-1,3,-18,-12,-3,-2,-1,-2,
11255,0,2,14,7,0,-1,-1,2,
11260,-4,-8,2,-9,0,1,-2,-1,
11265,1,1,-1,6,2,1,0,-2,
11270,-1,-2,-10,-3,2,0,-1,0,
11275,-2,-3,4,-1,-7,-2,0,-2,
11280,1,-1,-7,2,2,3,-2,1,
11285,0,0,12,5,1,-4,-3,0,
11290,0,-3,-9,-8,-4,-1,0,-1,
11295,-3,2,37,0,3,1,-1,0,
11300,-3,0,19,8,-3,-4,-3,-1,
11305,-2,-3,-42,-16,-4,-1,2,0,
11310,2,2,26,9,3,0,-1,0,
11315,2,-2,9,-9,0,1,0,-3,
11320,-3,-5,-21,-1,-3,-4,-5,1,
11325,1,4,0,3,-1,0,-5,-4,
11330,-3,-2,-18,-8,0,-2,-2,0,
11335,-2,-3,-20,-3,11,5,2,-2,
11340,-1,0,11,-5,-6,-1,0,0,
11345,-2,-5,0,-4,-9,-9,0,-3,
11350,-5,2,-2,-4,1,4,1,0,
11355,-1,2,5,12,-4,-5,-2,-2,
11360,0,-2,1,-4,3,2,1,0,
11365,-3,-4,-9,1,5,2,-1,0,
11370,-1,-3,11,-1,-4,-3,-2,-3,
11375,-3,-2,-1,0,-1,2,-2,0,
11380,-1,0,-1,5,4,-1,1,-1,
11385,-2,-3,-19,-19,0,2,-2,1,
11390,3,4,35,42,1,-7,-4,-3,
11395,-2,-5,-22,3,-8,-2,-1,0,
11400,-2,-1,25,-8,-8,0,2,-1,
11405,-1,-1,-17,11,8,3,-3,-1,
11410,-1,0,-8,-23,0,-1,0,-2,
11415,-3,-6,-24,-9,1,-1,-2,0,
11420,2,-1,3,3,-9,-2,-1,-1,
11425,3,3,-3,0,-3,-5,-2,0,
11430,1,-4,-3,-6,1,2,2,0,
11435,0,2,10,10,1,0,0,-3,
11440,-2,-2,-18,-8,2,1,1,0,
11445,-1,-3,6,8,-1,-3,-1,-2,
11450,-2,-1,-2,-4,-6,-3,-5,-2,
11455,-2,1,-21,-14,-6,-2,1,2,
11460,-2,-2,6,1,-2,2,-1,0,
11465,1,2,4,7,-2,-4,-2,0,
11470,-2,-5,-1,-3,5,7,3,11,
11475,1,4,6,-9,-5,-12,-6,-1,
11480,-1,3,30,2,-2,-2,1,-7,
11485,3,-1,18,2,-2,1,-3,2,
11490,-1,-2,-17,-10,-3,-1,-2,-1,
11495,-1,-3,6,2,3,4,-1,-1,
11500,-5,-5,-22,2,3,-1,-2,-3,
11505,-2,5,23,4,1,1,0,-2,
11510,-3,-1,-3,-3,-2,1,-2,-4,
11515,0,-3,-8,-4,-2,-1,3,-1,
11520,0,0,-10,-1,-1,0,-4,0,
11525,-1,-3,-8,-1,1,2,2,-1,
11530,1,1,3,-2,-1,-6,-5,-4,
11535,-2,-3,11,2,-2,5,3,0,
11540,1,0,-6,-7,0,-2,-4,1,
11545,-1,-2,1,6,0,2,-2,0,
11550,2,0,8,4,1,-3,1,-8,
11555,-2,-1,-25,1,2,-3,-2,0,
11560,0,1,16,-24,-16,-5,1,-2,
11565,-5,-3,1,-3,-8,-5,-8,-9,
11570,11,4,-8,-2,2,-10,-1,8,
11575,-2,-2,-4,6,7,4,1,0,
11580,-1,-4,-25,7,4,4,2,0,
11585,0,7,74,-6,1,-4,0,-1,
11590,-1,-2,-13,12,-1,6,1,-2,
11595,-2,0,-17,-16,-15,-5,-5,-1,
11600,0,-1,-8,3,2,0,1,1,
11605,0,-8,-45,-6,0,1,-1,3,
11610,-2,0,30,3,5,2,-1,-3,
11615,-1,1,18,4,-1,-1,-4,-2,
11620,-3,-1,7,0,0,-4,0,-4,
11625,-1,1,-34,5,9,6,-1,0,
11630,-2,-2,23,-2,0,-5,0,-2,
11635,-3,-3,-4,-17,-28,-12,-5,-7,
11640,-2,-2,6,1,0,0,-4,2,
11645,0,-2,3,7,-1,3,0,2,
11650,-4,-9,-10,2,-9,0,0,1,
11655,3,6,18,-4,24,-7,-2,2,
11660,0,-5,0,13,-11,-1,0,-4,
11665,4,-2,-27,-11,0,-2,-3,-1,
11670,-4,0,-14,-3,-1,-1,-3,-2,
11675,-4,-3,-13,11,21,22,7,0,
11680,-1,-5,-14,5,18,-18,-10,-3,
11685,-1,-4,-9,-5,-18,-9,-1,-1,
11690,0,1,-7,-21,-31,-8,-1,0,
11695,-2,-1,4,-1,-12,-2,-1,1,
11700,2,1,-19,4,15,12,-1,2,
11705,-2,-6,47,21,21,5,-1,-2,
11710,-5,-2,-10,-3,17,0,-2,-3,
11715,-5,-4,-16,-13,-18,-2,0,-2,
11720,2,12,49,13,-2,1,-2,-9,
11725,1,6,0,-7,-4,-3,0,-2,
11730,0,4,41,-2,0,3,-2,-5,
11735,0,4,21,8,7,4,0,0,
11740,-3,-1,1,-9,-7,-4,0,8,
11745,-7,-1,-11,-9,-10,-5,-2,-3,
11750,12,-2,-4,-3,0,0,-3,-4,
11755,-4,-2,19,-7,-2,-1,2,2,
11760,-2,-4,-13,-6,-9,-4,-1,-3,
11765,3,10,-2,12,10,3,4,-7,
11770,-2,2,28,0,3,-4,-2,1,
11775,-3,-1,2,-8,-18,-7,-4,-4,
11780,3,-2,-23,-4,-7,-4,0,-1,
11785,-3,-4,-1,-12,-6,-5,-4,2,
11790,-2,2,16,19,14,4,1,-2,
11795,5,-1,-31,9,16,4,0,-4,
11800,-3,1,-16,0,0,-2,0,1,
11805,0,-6,-37,-13,-8,-1,-1,1,
11810,-7,-4,-14,-16,-11,-5,-1,-7,
11815,0,-1,12,3,-6,-3,-2,12,
11820,-2,0,-4,3,7,6,-2,-4,
11825,-2,-3,-14,-5,1,-3,1,0,
11830,0,-1,-7,-3,0,4,2,7,
11835,2,2,27,12,5,-2,0,-5,
11840,-1,-10,-25,-15,-10,-3,-2,2,
11845,3,14,25,1,-2,-1,-1,-8,
11850,-7,-13,-43,4,-2,-3,-2,0,
11855,0,-3,24,7,3,-1,-3,-1,
11860,1,2,50,3,1,2,-1,2,
11865,-3,-5,-4,-13,-8,-4,1,0,
11870,-3,-3,-24,3,1,0,-1,-1,
11875,-1,-6,-37,-17,-10,-3,-1,-5,
11880,2,9,66,31,5,1,-2,-5,
11885,-2,-9,-17,-19,-6,-3,-3,0,
11890,0,3,3,-7,-4,0,0,2,
11895,-4,-10,-11,6,1,-1,-2,-1,
11900,-3,1,44,-5,-4,0,3,-2,
11905,3,-3,-45,4,2,-2,-1,0,
11910,-1,2,-17,17,2,1,-1,0,
11915,-4,-3,35,-38,-3,0,2,-1,
11920,1,-4,-21,28,0,-3,-3,-1,
11925,-4,-3,20,-14,-9,-4,-1,1,
11930,1,0,-16,14,3,2,-1,-4,
11935,1,1,-23,1,2,1,-2,0,
11940,-4,4,41,-11,3,3,-2,1,
11945,-2,-3,-4,5,0,1,0,1,
11950,1,1,1,-10,-6,-2,-3,3,
11955,-2,2,18,8,2,1,1,-6,
11960,0,0,-40,-12,1,-1,-3,5,
11965,-3,-6,-25,4,-2,-3,-2,-1,
11970,0,8,54,-3,-2,-2,2,10,
11975,-2,-7,-8,9,0,-2,0,-3,
11980,-1,-2,-31,-9,-1,-3,0,-3,
11985,-3,1,-8,0,0,0,1,3,
11990,-4,-3,-16,-9,-4,-3,-1,-7,
11995,1,-6,3,5,-3,-2,-2,-1,
12000,1,0,-11,-6,1,-2,-1,-1,
12005,-2,1,30,3,3,1,-3,1,
12010,-3,-1,2,3,-3,-3,-4,-3,
12015,-2,0,1,7,1,-1,-2,-2,
12020,0,-3,-24,-29,-3,-4,-1,-2,
12025,2,-1,-1,22,0,1,-1,-2,
12030,-2,-5,-1,-18,-6,-3,1,-3,
12035,-2,1,-11,-2,0,-1,-3,2,
12040,-1,-5,-18,-5,-2,0,0,-1,
12045,2,5,50,4,0,-2,-2,0,
12050,-2,-3,-31,1,2,-1,-3,-3,
12055,2,4,-15,-10,-1,1,-1,0,
12060,-1,-3,-9,-3,-3,2,-2,-3,
12065,1,-4,-12,12,1,-2,-3,-1,
12070,0,0,-9,-7,-4,-2,-3,-1,
12075,-2,4,13,-1,2,0,1,-2,
12080,-1,3,-10,17,2,3,-1,-2,
12085,2,-3,-18,-12,-3,-1,-2,-8,
12090,-7,-4,3,-4,4,2,2,0,
12095,2,1,12,-2,-12,-6,-1,-2,
12100,-1,-5,-16,-3,-2,-3,-1,0,
12105,-2,-1,-13,-2,-1,-1,-1,1,
12110,1,7,83,2,3,2,1,-2,
12115,-4,-3,-13,2,2,0,0,1,
12120,1,-1,-10,6,-4,1,-1,0,
12125,-2,-5,-6,-17,1,-5,0,1,
12130,-1,-5,-24,-1,-4,-3,-2,0,
12135,-3,1,6,9,3,0,-3,2,
12140,-3,-3,-4,0,-1,-1,-1,0,
12145,0,-1,5,-1,-3,1,-2,0,
12150,0,-1,-3,-6,-3,1,2,-1,
12155,-1,1,-15,-3,0,1,-1,-2,
12160,-1,-2,-12,5,3,0,0,-4,
12165,1,2,2,-9,-7,-3,-2,0,
12170,-1,-2,-15,-6,-5,-3,-2,1,
12175,-1,-2,-3,2,-2,1,-3,-2,
12180,-3,-5,-16,-12,-1,-1,-2,-1,
12185,2,2,21,8,4,1,-2,0,
12190,1,-1,-23,0,1,1,-3,8,
12195,-2,-3,-8,-7,-4,-5,1,3,
12200,0,1,19,3,4,3,-1,-3,
12205,-1,1,-6,-2,-3,-7,-6,-3,
12210,-3,-4,0,-3,-1,1,0,-5,
12215,-2,1,3,-1,-1,3,1,-1,
12220,0,-1,1,-2,-3,-2,1,-1,
12225,0,1,-3,8,6,3,1,2,
12230,-3,1,-8,0,2,1,-2,0,
12235,0,-2,-3,2,1,1,-1,1,
12240,1,0,28,-11,-10,-8,-3,-5,
12245,-3,-2,-12,6,5,3,4,-2,
12250,1,3,-3,-6,-6,-8,-5,-4,
12255,-1,-1,9,3,4,8,4,3,
12260,-1,-3,-31,-3,-5,-9,-5,-2,
12265,0,5,70,5,2,1,3,0,
12270,1,-3,-16,-4,-6,1,0,-3,
12275,-2,-1,-7,-3,1,0,1,1,
12280,0,-2,-4,-2,-1,-2,-2,1,
12285,-3,0,-25,1,-1,-1,-2,-5,
12290,-2,-2,13,1,2,0,1,-2,
12295,-2,-5,-38,-5,-1,-3,-5,-5,
12300,-2,3,39,2,-2,-2,-3,-5,
12305,-5,-6,-29,0,0,-2,-5,-3,
12310,-5,3,32,3,4,4,1,-3,
12315,3,-1,-33,1,-3,-9,-5,-4,
12320,-2,-2,-19,-14,-5,-4,-1,-1,
12325,1,-1,-4,-4,-7,-4,-4,0,
12330,-1,-5,-2,3,-2,4,1,-5,
12335,-4,-1,17,0,3,0,-1,2,
12340,-1,-3,-20,7,6,4,0,3,
12345,5,6,28,-6,1,-4,-1,1,
12350,0,-2,13,2,-12,-5,-2,5,
12355,-1,1,5,-7,2,3,1,1,
12360,0,0,14,25,10,7,1,0,
12365,-2,-4,-56,-6,-1,-7,-1,3,
12370,-6,-4,-1,-25,-12,-6,-5,-7,
12375,0,-1,12,3,-12,-3,0,-4,
12380,0,-2,-9,-8,1,1,-1,-1,
12385,-4,-2,-5,4,6,7,0,-4,
12390,0,1,-7,1,5,1,2,-1,
12395,0,2,18,-5,0,0,-2,0,
12400,0,-1,-11,-7,-6,-2,-5,1,
12405,1,0,0,4,-4,1,1,-2,
12410,3,0,-12,-4,8,-2,0,-2,
12415,-5,-4,-9,5,0,1,-1,-2,
12420,3,1,16,1,-10,-4,-3,1,
12425,-1,-2,3,-5,-3,0,-1,-2,
12430,2,-1,-13,15,17,18,2,5,
12435,-3,-1,-19,-7,-3,-20,-4,-4,
12440,-5,-7,23,-20,-22,-4,-2,-5,
