Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
28730,0,-2,-3,1,-2,-2,1,-1,
28735,-2,-2,-3,0,1,-2,-3,0,
28740,-3,-3,8,1,-4,-2,0,-2,
28745,0,-1,-9,-5,-2,-3,-4,-1,
28750,1,0,-12,4,4,0,-1,2,
28755,1,1,21,-2,-3,-1,0,1,
28760,-1,-5,-22,-2,1,-1,-1,2,
28765,0,0,0,-6,-4,-1,1,0,
28770,0,-2,-9,12,3,-1,1,-1,
28775,1,0,4,-1,-5,-3,-1,-1,
28780,-1,-1,-14,-14,-2,0,-2,-6,
28785,-1,-1,0,8,1,1,-1,1,
28790,-3,2,-5,-12,-2,-2,-1,0,
28795,3,2,15,4,2,0,-1,-1,
28800,-1,-2,-19,5,-1,-4,-3,0,
28805,1,4,-7,-9,0,1,1,-1,
28810,0,-4,-10,2,1,-1,-1,0,
28815,-4,-5,-34,-9,-2,0,0,-1,
28820,-3,-3,-35,-11,-6,-3,0,1,
28825,3,6,12,6,3,-1,-2,-2,
28830,-1,-5,-10,0,-2,0,0,9,
28835,-2,1,-15,8,0,1,-1,-3,
28840,-2,-4,-12,7,3,-1,0,-3,
28845,-1,-2,-12,-6,-5,-2,-1,-2,
28850,0,-3,7,-15,-7,-3,-2,-4,
28855,3,1,29,17,1,0,2,-1,
28860,1,1,7,-3,3,1,-4,4,
28865,2,-3,-18,-11,-1,-1,0,-1,
28870,1,2,7,23,5,-2,-2,-1,
28875,-5,-2,0,-26,-7,1,1,0,
28880,-4,-2,25,13,-1,-6,-5,0,
28885,6,-3,9,11,6,3,2,-6,
28890,-4,-1,-20,-4,0,2,-3,-5,
28895,-2,0,15,-12,-6,-10,-3,2,
28900,0,-1,-15,-8,-7,0,5,-1,
28905,-1,-3,-10,-1,-5,-4,-2,-1,
28910,2,3,7,9,1,-3,-3,2,
28915,-1,-2,-35,-2,4,8,3,0,
28920,1,5,30,2,3,0,1,-1,
28925,-6,-1,40,9,-1,-4,-4,0,
28930,2,0,17,4,0,-3,-2,7,
28935,-1,2,-14,-1,3,1,-3,-13,
28940,-3,-7,-16,-20,-9,-1,2,1,
28945,-3,-1,-15,5,1,0,1,0,
28950,-2,-3,12,-9,-6,-3,0,-3,
28955,0,-2,0,12,4,3,0,0,
28960,-2,1,-12,1,4,-1,-4,0,
28965,-1,1,-2,-19,-7,-4,-1,-3,
28970,-4,-4,-2,-4,-7,3,1,-3,
28975,1,0,1,-12,-2,-4,-5,1,
28980,-4,-3,12,9,4,5,3,-2,
28985,0,-1,2,12,8,2,-2,1,
28990,-2,2,6,-2,-1,-6,-2,0,
28995,-1,-4,-10,-6,-7,-5,2,0,
29000,0,2,10,4,-4,-3,-3,0,
29005,-3,1,-3,3,3,3,0,1,
29010,8,1,0,11,15,15,2,-1,
29015,-2,1,3,-3,-7,-21,-11,1,
29020,-3,-4,-18,-14,-19,-6,-2,-3,
29025,-1,-2,11,-1,-8,-2,3,-4,
29030,-2,1,-5,-2,3,4,-1,10,
29035,0,1,11,12,11,11,-1,-11,
29040,-1,1,-4,-4,5,-3,-3,0,
29045,-5,-2,-5,-3,-4,-8,-5,-1,
29050,-3,-1,-1,-5,-8,0,10,-9,
29055,1,0,2,-3,1,4,-21,5,
29060,-1,-2,-7,-1,-1,-3,2,-4,
29065,1,-3,-2,2,7,9,15,6,
29070,1,-4,-25,-2,-4,-18,-14,-17,
29075,-2,-2,-11,-3,-3,-2,6,9,
29080,-2,3,51,8,0,6,4,-7,
29085,-4,1,-10,-1,3,-5,-6,3,
29090,0,-1,-7,-7,-4,-1,-1,1,
29095,-3,2,30,6,0,-2,3,-4,
29100,-3,-6,-15,9,1,1,-3,1,
29105,1,-3,-4,-6,-5,-1,2,-2,
29110,0,-1,22,6,0,4,-7,15,
29115,-4,-2,-23,-9,-1,-3,11,-5,
29120,0,4,24,8,6,1,6,1,
29125,0,-3,-8,-4,-6,-2,10,-1,
29130,-3,-3,-12,-6,1,0,-17,-7,
29135,1,0,26,6,2,-2,6,4,
29140,1,-2,-21,-9,-1,-2,-9,-6,
29145,-1,-5,-15,-1,-1,-4,11,0,
29150,-2,1,16,5,-3,0,2,-1,
29155,-6,-4,-26,-15,-3,0,25,1,
29160,10,1,10,0,-3,-7,-28,-5,
29165,-3,1,45,0,-3,0,1,0,
29170,-2,-6,-30,-8,-1,-3,3,0,
29175,3,-1,-1,15,-5,0,-9,-2,
29180,-3,-4,-8,-2,4,5,13,2,
29185,-1,-1,1,-8,-2,-2,-15,-4,
29190,-3,-5,-29,1,-4,-6,-5,-3,
29195,-2,1,-20,-17,-6,0,3,0,
29200,-1,-1,-34,-10,-2,3,3,0,
29205,0,-2,22,5,-6,-4,-13,-6,
29210,-5,0,39,-6,1,3,11,-2,
29215,-3,-2,-19,9,5,2,-7,-3,
29220,-1,-2,-15,-1,2,0,2,0,
29225,2,-1,-9,-6,-1,-3,-5,3,
29230,-3,-3,-24,-10,-6,-6,1,-2,
29235,-1,-1,61,16,-7,-4,-3,-5,
29240,0,3,-10,-9,-3,2,1,2,
29245,1,2,14,23,7,4,1,3,
29250,0,0,3,-4,0,-2,3,-3,
29255,1,1,13,-14,0,1,-7,-1,
29260,-5,-6,-35,9,8,-1,1,0,
29265,1,-3,-22,-22,-8,-6,-6,-5,
29270,-1,6,75,-4,-9,-1,-1,-4,
29275,-1,-5,-13,7,-3,-7,-4,-1,
29280,0,0,7,-6,-9,-2,3,0,
29285,2,-1,-11,11,9,4,-5,-2,
29290,-4,-2,-22,-6,4,-1,1,-1,
29295,-5,-3,-2,15,2,3,1,0,
29300,-2,0,17,-3,-1,1,-1,1,
29305,1,-2,-26,-3,0,-3,-5,1,
29310,0,-3,-1,2,-1,-1,-2,-5,
29315,0,-6,-8,-10,-6,-4,-5,6,
29320,-5,-3,-3,-3,-3,-3,0,-4,
29325,2,5,28,-1,-1,-2,-2,11,
29330,-1,-1,-12,-2,1,0,1,-4,
29335,-2,1,20,27,8,2,-2,0,
29340,-3,-5,15,-11,-5,-5,-3,-4,
29345,-1,0,-10,-8,-5,-1,-3,-3,
29350,-1,-4,-39,-10,-4,-2,3,7,
29355,-4,4,75,14,3,1,-2,0,
29360,6,-5,-49,3,3,1,1,1,
29365,-2,-2,7,4,0,-1,0,-7,
29370,4,0,-14,-16,-3,0,-1,0,
29375,0,-1,-35,6,2,3,-1,-3,
29380,-3,-1,8,0,1,-5,-3,0,
29385,1,-4,-9,1,0,0,-5,-4,
29390,-5,-2,18,1,-2,-2,0,-5,
29395,-2,-4,-13,-22,-4,-1,1,-2,
29400,-1,5,21,2,-2,-2,3,1,
29405,1,-3,-29,-6,-2,-3,-2,-3,
29410,-3,-2,-22,28,3,3,-2,1,
29415,2,7,91,-4,-2,0,-1,-1,
29420,-3,-2,-26,8,3,0,-2,0,
29425,-3,-1,-12,-13,-3,0,1,0,
29430,-2,-1,-3,3,-1,-3,0,1,
29435,0,-5,-38,-9,-1,-1,0,-1,
29440,-2,-1,-8,-15,-2,0,-4,-7,
29445,-1,5,76,16,2,1,-1,3,
29450,1,0,5,12,4,1,0,4,
29455,1,-2,-42,-14,-3,-4,-4,-3,
29460,-1,-1,14,-5,-1,0,0,1,
29465,-4,-4,-34,-6,-4,-3,0,2,
29470,2,1,9,5,3,0,1,-2,
29475,-3,-1,-4,-5,-3,0,0,-3,
29480,-3,-6,-22,-4,-3,-6,-5,-5,
29485,-2,-4,-24,-15,-4,-4,-1,-2,
29490,7,18,90,51,8,4,2,7,
29495,-2,-8,-41,-16,-1,3,0,-5,
29500,-2,1,14,5,-2,-2,0,-1,
29505,-1,-4,-34,-13,-2,-1,-1,-5,
29510,-2,-5,-3,-13,-5,-4,-2,-5,
29515,-2,-1,-8,-9,-2,-2,-2,-3,
29520,0,1,2,7,2,1,-1,3,
29525,-1,-1,14,1,-4,0,1,-2,
29530,-2,-7,-25,-12,-6,-1,-2,-5,
29535,-1,5,33,1,3,2,0,2,
29540,-1,2,18,13,-2,-3,-1,3,
29545,1,1,-14,0,2,-2,-5,-4,
29550,-1,1,13,13,1,-1,1,-4,
29555,-2,-7,-40,-15,-4,-1,-1,-2,
29560,-1,-2,-11,-8,-2,1,2,2,
29565,-1,5,69,12,-1,-1,1,-4,
29570,-1,-2,-19,21,-1,2,-2,-6,
29575,-1,-2,0,1,-3,-5,-1,3,
29580,0,-6,-34,-19,-4,-2,-2,-3,
29585,0,0,-14,-7,3,1,2,-1,
29590,-3,-5,-33,-19,-2,-4,-3,3,
29595,2,0,-24,4,0,0,2,-1,
29600,-1,-1,11,3,-1,1,1,-1,
29605,-1,-7,-47,-6,-1,-3,-2,-4,
29610,-4,0,18,7,3,1,0,-3,
29615,2,1,-3,-5,-3,-4,-1,0,
29620,-1,-3,-8,-3,-4,0,1,-2,
29625,0,0,-3,3,1,-3,0,1,
29630,-1,-1,4,-12,0,-1,-3,3,
29635,-2,-1,10,6,-1,0,-2,9,
29640,-1,0,-13,-11,-1,2,-1,-7,
29645,2,-3,-16,-4,-2,-1,-2,-2,
29650,-2,5,33,8,2,-1,0,1,
29655,-2,0,0,-10,-4,-6,-3,-5,
29660,-2,-4,11,1,-4,-2,-2,-1,
29665,-1,-2,-21,7,2,2,0,2,
29670,0,-6,-16,-22,-3,1,-2,-6,
29675,-3,1,-39,10,4,1,2,-3,
29680,0,4,33,-22,3,3,-1,-2,
29685,0,0,-35,13,-6,-6,-5,-3,
29690,-1,-2,55,-10,-4,2,2,-4,
29695,0,-1,-36,0,0,-3,-3,-2,
29700,1,1,-23,5,4,0,2,1,
29705,-2,-2,5,-21,-1,1,0,7,
29710,-1,-2,-8,10,2,-6,-1,7,
29715,0,-2,7,-5,0,2,0,-7,
29720,-2,-3,2,-3,-3,-3,0,1,
29725,0,2,13,6,3,-4,-3,-2,
29730,-2,-3,-18,-2,-3,-2,1,-2,
29735,-2,-1,18,-13,-6,-1,-1,1,
29740,-1,1,-8,33,4,-2,-1,1,
29745,-1,2,46,-19,-5,0,-2,-4,
29750,-3,-4,-17,-5,-2,-4,-2,-2,
29755,-3,-2,-4,4,0,3,0,-1,
29760,-1,0,-1,3,-2,-2,-1,-1,
29765,-1,-4,-19,7,1,0,-1,-3,
29770,1,3,18,-4,-2,-1,-2,2,
29775,0,-2,-37,-13,-1,2,0,-3,
29780,0,1,30,-6,-2,-2,-1,13,
29785,0,5,32,23,7,0,-1,-1,
29790,-5,-6,-32,-10,-10,-5,-4,-5,
29795,-2,-3,1,4,-3,1,-1,-2,
29800,-3,-1,35,-5,0,2,-2,-1,
29805,-3,-4,-19,0,2,2,0,-2,
29810,-1,-1,-21,-6,-1,1,1,1,
29815,5,-1,11,-2,-4,-6,-3,-9,
29820,1,-1,-25,-1,0,-2,-1,-7,
29825,0,-1,28,2,-2,-2,-3,-2,
29830,0,-1,2,3,5,4,2,-6,
29835,-7,-4,3,-4,-2,-1,-1,4,
29840,4,-3,-15,0,-4,-4,-4,0,
29845,-5,-5,-2,-11,-7,-5,0,-1,
29850,6,4,-30,-1,4,0,-4,-5,
29855,0,0,14,17,8,6,1,3,
29860,-4,-2,19,-8,-11,-13,-6,-5,
29865,-4,-2,-19,-5,-2,-2,4,3,
29870,-1,-1,-22,-11,-6,-4,-4,-3,
29875,0,0,18,6,5,7,3,0,
29880,0,0,-15,2,3,0,0,0,
29885,1,-3,-26,-1,-3,-2,-2,-6,
29890,-2,-7,-5,-6,-4,-3,2,2,
29895,-2,2,11,2,-3,-2,2,1,
29900,-1,-3,-12,0,3,5,0,-2,
29905,3,2,-1,16,11,0,-2,3,
29910,-2,1,15,-8,-4,1,1,-5,
29915,-3,-6,1,-15,-20,-16,-9,-2,
29920,-3,-6,-19,-6,-6,-1,3,-1,
29925,2,1,42,5,2,0,-1,-1,
29930,-8,2,12,4,7,3,-1,0,
29935,-2,-1,-30,1,9,7,-2,-2,
29940,2,3,14,-5,-8,-12,-2,-1,
29945,-2,2,34,15,-1,0,-1,-10,
29950,0,-5,-26,-8,-1,-3,-2,5,
29955,-1,1,1,-5,-1,1,2,-1,
29960,-4,-1,25,9,6,4,-1,-3,
29965,-8,-1,-28,-9,-2,1,-7,0,
29970,0,-3,8,-4,-7,-6,-7,-1,
29975,-10,-4,1,-2,-5,-1,5,1,
29980,5,1,-3,-3,1,1,-7,-4,
29985,3,-1,-16,-7,-2,1,-2,1,
29990,-6,-1,10,-3,0,0,-10,-2,
29995,2,-3,-3,-11,-2,-6,6,-9,
30000,-6,-2,11,16,4,3,-3,-4,
30005,-1,-2,-22,3,2,-1,-2,-3,
30010,-1,-1,-18,8,1,-1,1,-1,
30015,1,10,57,8,10,5,-2,1,
30020,-1,-2,-20,-19,-9,-4,1,1,
30025,3,-2,-24,21,-5,-3,-2,-1,
30030,1,-5,6,-1,-3,-1,2,-1,
30035,-3,-3,-7,-12,-8,-3,-3,-1,
30040,2,10,21,17,9,3,0,4,
30045,-3,-3,-39,-8,4,1,-1,1,
30050,-3,-4,5,-5,-5,-4,-2,-3,
30055,-3,-6,-10,-4,-4,-4,-3,1,
30060,2,-5,-9,-5,-2,2,0,1,
30065,0,-3,1,-4,-1,-2,0,-3,
30070,0,1,31,-5,-8,0,4,0,
30075,1,-1,-17,6,1,-3,-2,3,
30080,-3,-5,-10,-14,-3,-3,-2,-3,
30085,-1,2,-9,-1,-1,-3,-2,0,
30090,0,-1,-36,-8,2,0,3,-3,
30095,3,9,108,25,4,3,-3,14,
30100,-4,-4,-29,3,2,0,4,0,
30105,1,-4,-33,-19,-5,-3,-1,-2,
30110,-3,-1,-22,1,0,1,-1,-5,
30115,0,-2,4,-8,-3,-3,-2,-4,
30120,-1,-3,-4,-2,-1,0,0,-4,
30125,-2,-1,39,-4,-2,-3,-4,4,
30130,-4,-6,-7,-6,-3,-4,2,1,
30135,-3,2,-9,0,2,-1,-2,-2,
30140,4,-1,0,15,9,4,-1,-3,
30145,-3,-2,5,4,-1,0,0,-4,
30150,-2,3,1,7,0,-3,-3,-2,
30155,-3,-3,-28,-8,-2,2,2,-6,
30160,0,0,-6,1,-2,-5,-2,1,
30165,-3,-1,-4,-21,-4,-2,0,-1,
30170,4,4,-16,13,7,5,0,5,
30175,1,-4,-20,-2,-2,-3,1,-8,
30180,-2,-4,-18,-6,-5,-2,0,1,
30185,-2,-4,-9,-11,-4,-5,-1,-1,
30190,-2,1,54,12,0,1,0,-1,
30195,-3,-1,-31,-10,-5,-1,0,-4,
30200,-1,5,34,5,1,-2,-2,-5,
30205,-2,-5,-24,-6,-3,0,-1,3,
30210,0,1,26,8,0,-1,-3,1,
30215,-3,-2,-25,4,-2,-4,0,-1,
30220,0,3,26,-6,1,3,1,-2,
30225,1,1,6,6,7,2,3,0,
30230,-2,-1,15,5,-7,-7,-4,-4,
30235,-1,-7,-52,-4,5,2,-3,-1,
30240,2,3,25,-5,-7,0,1,5,
30245,0,2,27,-6,-4,0,1,-3,
30250,-3,-3,-17,-12,5,7,3,-1,
30255,0,3,39,27,5,-3,-4,0,
30260,0,-5,-32,-24,-9,-6,-4,-2,
30265,3,1,14,-7,-12,-8,-3,-4,
30270,0,0,-36,8,0,-3,0,-3,
30275,0,-3,0,-4,0,2,-1,2,
30280,-3,-1,-5,7,7,3,-2,1,
30285,-2,-2,-16,15,2,0,-1,-1,
30290,-1,-1,-15,-12,-2,0,-3,0,
30295,-1,-3,-7,-6,-3,-4,-2,-2,
30300,2,-4,-12,4,-4,-5,-1,0,
30305,-3,2,12,-11,-6,-3,-1,-4,
30310,1,0,-13,11,4,1,0,-1,
30315,-2,-2,39,-1,0,0,-2,3,
30320,-5,-6,-38,-5,-10,-2,-3,0,
30325,-2,3,45,24,17,8,2,1,
30330,0,2,-30,-18,-5,-2,0,-1,
30335,-1,-3,-39,-18,-12,-9,-5,-3,
30340,-2,-1,29,-2,-4,-2,-1,-2,
30345,-2,-5,-23,3,3,0,-1,-1,
30350,-3,-3,42,6,0,-1,-1,1,
30355,1,-5,-43,-4,5,3,2,-2,
30360,0,5,26,0,4,1,0,-2,
30365,-1,-3,-12,-4,-12,-7,-4,-5,
30370,-3,-1,-14,10,0,-3,1,-1,
30375,-1,1,10,-7,-4,-3,-2,-3,
30380,3,1,6,10,3,1,0,3,
30385,0,0,-2,-2,2,4,2,-1,
30390,-3,-2,-14,-17,-4,-1,-2,0,
30395,-2,-1,21,-2,-6,2,0,-1,
30400,1,3,4,6,3,1,0,-3,
30405,-1,-2,-13,-7,-1,-3,-1,-2,
30410,-1,-1,11,10,1,1,0,-1,
30415,0,1,-18,2,0,-1,0,-1,
30420,-2,-8,-42,-7,-1,-3,-2,-2,
30425,-1,-3,-12,-12,-8,-3,-3,0,
30430,0,10,58,8,3,1,-2,0,
30435,-2,-1,33,-2,-7,-4,-1,-2,
30440,0,-1,-28,4,0,-1,-2,-1,
30445,-2,-3,-3,-3,-1,0,-1,2,
30450,-3,-6,-5,1,0,-1,-1,-10,
30455,0,-1,2,1,0,1,-1,-1,
30460,0,-1,19,-5,-1,2,-1,-4,
30465,-3,0,-10,-4,-3,-5,-1,1,
30470,-1,-3,5,1,-4,-2,1,1,
30475,2,4,6,2,1,-1,1,-3,
30480,-1,-3,-24,-6,-1,-2,-3,-3,
30485,-2,5,54,12,4,0,-1,-1,
30490,-1,-3,4,-12,-3,-1,-1,-1,
30495,-3,-4,-7,-2,3,-1,-2,-2,
30500,-1,-3,-22,0,0,0,1,-1,
30505,1,1,-1,-3,3,0,1,-1,
30510,0,-3,15,-21,-8,-3,-1,-5,
30515,-1,3,-15,20,1,-1,1,2,
30520,-2,-3,11,-10,-5,-2,-4,-3,
30525,-1,-2,-16,8,-1,-3,-3,-1,
30530,1,-2,-19,-15,-3,-1,-2,-3,
30535,-4,-5,-11,-1,3,2,1,-1,
30540,-2,-2,-14,-3,-3,-2,0,-3,
30545,2,5,36,10,2,2,-1,0,
30550,3,1,-43,-2,7,-2,-3,3,
30555,-1,-4,-20,-19,-8,-3,0,-1,
30560,-1,1,34,5,-4,-5,-1,2,
30565,-5,-6,-20,-6,-4,1,0,-1,
30570,0,0,8,4,0,1,-2,1,
30575,1,-1,-33,-12,0,1,0,1,
30580,-2,-1,22,-7,-1,-2,-1,-2,
30585,3,2,-6,10,0,1,2,-1,
30590,-3,-2,6,-2,-3,-5,-3,-1,
30595,-1,-2,-13,-1,-7,-3,-3,-1,
30600,0,1,40,5,0,0,-3,3,
30605,-3,0,-16,-7,-2,-3,-2,-6,
30610,-1,2,23,5,2,3,-1,21,
30615,-1,-1,6,1,-2,-2,3,-5,
30620,0,0,-15,5,1,1,1,4,
30625,-3,-2,-6,-10,-2,-2,-3,0,
30630,-5,-2,3,-4,-5,-4,-3,-7,
30635,3,0,18,5,4,0,-3,-3,
30640,2,-2,-16,2,0,0,-1,0,
30645,-2,-2,13,-12,-3,-1,2,3,
30650,-3,0,-33,-14,-4,-1,0,-12,
30655,4,4,59,41,8,3,-1,3,
30660,0,0,-33,15,1,-3,-2,-8,
30665,0,-3,-25,-11,-2,-1,-2,0,
30670,-3,-2,5,-7,-6,1,1,-1,
30675,-5,1,17,-3,1,-4,-5,-1,
30680,-3,0,-10,-10,-6,-4,-2,0,
30685,-1,-2,-6,11,3,1,-1,-2,
30690,2,-1,-1,-3,-1,1,3,-2,
30695,-8,-3,-4,-8,0,4,2,2,
30700,1,-1,8,2,0,-5,0,1,
30705,-2,-3,6,-3,-7,-6,-4,-9,
30710,-1,0,-11,4,0,-1,-5,-2,
30715,4,-2,6,-7,-3,1,0,-4,
30720,-8,-1,-11,-2,4,2,-1,3,
30725,1,-2,4,-1,0,2,3,-8,
30730,0,1,7,24,3,0,-2,-4,
30735,-2,2,-2,-17,-5,-10,-3,-3,
30740,0,-3,-4,-16,-7,-5,-2,1,
30745,-3,-2,1,8,2,3,1,1,
30750,-1,-4,-7,0,3,-1,-4,0,
30755,-4,-2,-14,-8,-1,5,4,5,
30760,2,2,39,5,5,-1,-4,0,
30765,0,-2,-2,-10,-6,-6,-5,2,
30770,-1,-2,-16,-9,-7,-4,-2,-6,
30775,-3,-1,5,11,1,2,4,0,
30780,-1,-4,-23,-9,-5,-3,0,-3,
30785,-2,0,3,6,4,0,-2,1,
30790,-4,-3,-8,-5,2,0,-1,3,
30795,1,-2,-14,-4,-8,-2,-4,-5,
30800,6,2,8,10,2,2,2,6,
30805,0,1,0,1,2,4,3,-4,
30810,-5,-3,-6,0,-3,-11,-3,0,
30815,-2,-1,-17,-5,-1,2,-1,-7,
30820,-3,-2,-7,-7,-5,-4,-5,-6,
30825,0,0,8,3,-6,-1,0,0,
30830,-1,-4,-26,-10,2,1,1,4,
30835,3,1,68,21,5,0,-1,-5,
30840,-2,1,-11,-26,-5,-2,-5,-4,
30845,-3,-2,-12,15,4,0,-3,-2,
30850,0,-2,8,-3,-12,-2,-1,1,
30855,-1,-4,-35,-13,-1,0,-3,-6,
30860,1,4,26,16,7,1,0,-1,
30865,-3,-3,-8,-12,-5,-1,0,3,
30870,-2,1,7,1,1,-3,-2,-2,
30875,-3,-3,1,3,1,-1,1,1,
30880,3,-2,-11,-7,-6,-1,0,-1,
30885,2,2,-7,-1,0,-3,-4,-2,
30890,0,3,30,10,3,5,5,-1,
30895,-3,-2,-36,-10,0,1,-3,3,
30900,-3,-2,-10,10,5,5,4,-11,
30905,-1,1,16,-5,-4,-12,-8,2,
30910,1,-4,-16,-6,-8,-6,-9,-4,
30915,-7,-2,14,-19,-9,-2,1,12,
30920,-4,2,19,22,2,-1,1,0,
30925,-1,-2,0,4,3,2,1,-4,
30930,-1,-1,-27,-9,-3,2,-1,-2,
30935,-2,2,22,-2,0,-1,-2,-1,
30940,1,-2,-14,-16,1,-3,-2,1,
30945,-2,1,24,23,-1,-1,-1,1,
30950,-3,-4,-13,-12,3,2,2,1,
30955,-2,-6,-44,-12,-9,-5,0,-1,
30960,1,5,84,11,3,3,2,1,
30965,0,-5,-35,-8,-2,-3,-2,-4,
30970,0,0,-10,3,0,1,2,-2,
30975,1,-2,-16,5,-3,-3,-6,-3,
30980,-2,-2,18,-6,-3,-3,-1,-3,
30985,0,-1,-73,-7,0,0,0,1,
30990,-3,4,56,16,4,2,0,2,
30995,8,1,-74,-8,1,0,-2,0,
31000,-5,-6,-52,-8,-7,-5,-3,-1,
31005,-1,1,60,-3,-1,0,1,-3,
31010,-3,-2,31,0,1,1,2,-2,
31015,-5,-1,29,12,1,-4,0,-4,
31020,8,-1,-29,-1,0,2,0,1,
31025,-12,5,-7,-5,1,1,3,10,
31030,-1,-4,5,-9,-3,-1,1,-6,
31035,2,-4,27,-1,-2,-3,-13,1,
31040,-1,0,-72,5,3,1,0,-5,
31045,2,5,102,9,3,1,0,4,
31050,0,-1,-33,1,-3,0,-1,-2,
31055,0,-1,-12,-6,-4,-4,2,6,
31060,-3,-8,-23,-12,-9,-6,-2,2,
31065,5,-2,-3,-2,-3,-2,1,2,
31070,-4,0,-11,7,5,1,2,0,
31075,-2,0,27,15,0,0,-1,-2,
31080,0,3,17,-4,1,4,2,3,
31085,-5,-5,-10,-2,-9,-6,1,-3,
31090,4,5,23,-5,2,1,-1,-1,
31095,-2,-3,-22,-3,1,-2,0,-3,
31100,-1,3,41,-5,0,-1,-2,-1,
31105,-1,-5,-31,-9,-5,-3,-4,-5,
31110,2,-1,3,-14,-6,-2,-1,-3,
31115,-2,1,-10,7,5,0,0,-3,
31120,0,-2,-19,23,5,2,1,-4,
31125,0,1,16,-18,-7,-4,-1,-1,
31130,-3,-1,31,3,-7,-7,-3,1,
31135,-1,0,-3,-7,-2,-1,1,-1,
31140,-3,0,30,6,1,-2,0,-1,
31145,-2,-4,-48,-8,3,5,-2,-3,
31150,-4,0,-16,10,7,5,1,-1,
31155,-1,-4,9,-2,2,-1,-2,-7,
31160,-6,-2,-19,-17,-14,-11,-3,-3,
31165,17,14,9,9,5,3,2,4,
31170,2,1,6,26,1,-2,-2,-1,
31175,-7,-3,12,5,2,3,-1,-2,
31180,-3,-5,-11,-11,1,2,-1,0,
31185,-8,-5,4,6,-4,-1,-1,-2,
31190,-2,-5,-23,-9,-2,-2,0,1,
31195,0,-5,26,-6,-4,-5,-3,-3,
31200,-1,8,-25,-8,-11,-5,-1,-4,
31205,1,-2,-15,-3,-3,-2,-3,-1,
31210,2,-1,-30,1,2,1,0,1,
31215,-1,6,62,9,1,-1,-1,-2,
31220,0,2,21,3,4,-1,0,5,
31225,-2,-3,12,1,-1,0,2,-10,
31230,-1,-4,-38,-30,-13,-6,-2,-6,
31235,0,-6,-25,11,-4,-4,-2,-1,
31240,2,0,32,-1,5,2,-2,6,
31245,-2,-1,-16,15,6,2,-4,-4,
31250,0,-3,17,-9,-3,0,1,4,
31255,-1,2,-9,-20,-8,-3,1,0,
31260,-1,-3,-17,12,11,4,1,-4,
31265,-7,-7,-9,-19,-8,-3,-1,1,
31270,5,4,13,12,5,1,0,0,
31275,1,5,-4,3,3,4,1,1,
31280,2,3,-8,18,-2,-1,-1,-4,
31285,-5,-4,-2,-12,-2,-1,-1,-1,
31290,-5,-4,4,-7,-2,0,-2,-3,
31295,-1,-5,-30,-12,-2,0,2,0,
31300,3,4,29,20,-6,-6,-4,-3,
31305,1,-4,3,-11,-7,-5,-1,1,
31310,1,-1,0,-6,2,-1,-1,3,
31315,2,13,85,31,11,6,3,1,
31320,-5,-9,-41,-24,-4,-5,-3,-2,
31325,-3,-1,10,10,1,4,7,-2,
31330,-3,-3,-7,14,-1,-1,-2,-4,
31335,0,-4,-38,-17,-1,-2,-1,2,
31340,-7,-8,-22,-11,3,0,0,-6,
31345,1,-4,-12,-8,-3,-1,-5,-1,
31350,16,6,15,5,-5,-1,0,4,
31355,9,-4,-6,-5,-4,-1,0,-1,
31360,-3,5,2,18,-2,-2,2,-2,
31365,-7,1,-9,-1,0,-1,-3,1,
31370,-9,-5,-1,-9,-2,-1,-1,-2,
31375,-3,-13,-15,-13,-5,-2,-4,-1,
31380,3,0,-5,-4,-4,-1,-3,1,
31385,-3,-6,10,0,-1,-3,-4,0,
31390,-6,-6,-31,-8,-6,-2,-1,0,
31395,-3,1,-26,4,0,-1,0,-6,
31400,-1,-2,30,3,2,-1,-4,11,
31405,1,2,-21,-15,-3,2,5,7,
31410,-4,-3,8,18,2,-5,-5,-2,
31415,-4,-5,-54,-27,-13,-4,-1,-4,
31420,-1,-3,8,2,-2,-2,-3,-2,
31425,4,12,6,3,6,3,-1,3,
31430,-3,1,21,-1,0,-1,5,-2,
31435,-11,2,7,-5,0,1,3,2,
31440,-2,-4,4,-2,2,0,-2,-5,
31445,0,-4,-2,2,-3,-3,-2,-3,
31450,-5,-3,-19,-11,1,2,-1,-4,
31455,3,9,64,3,3,0,-3,0,
31460,1,0,20,7,-2,-4,-2,-1,
31465,-5,-6,-26,2,-3,-3,1,-5,
31470,3,3,-2,-7,-1,1,-2,2,
31475,-3,-2,-13,3,-3,-3,-4,-2,
31480,0,-4,-24,-11,-3,1,-1,-2,
31485,-1,1,25,5,-3,0,-2,-2,
31490,1,0,-3,1,-2,-4,-2,1,
31495,0,0,-8,4,0,-1,-2,3,
31500,-4,-1,-10,-7,-2,4,0,-14,
31505,-1,-3,-4,6,3,-5,-6,5,
31510,-3,0,5,-6,-3,-1,3,2,
31515,-9,-7,3,3,-3,-3,-3,-3,
31520,-2,-3,-9,-15,-4,-1,-1,-5,
31525,14,5,3,-1,5,1,1,0,
31530,23,8,1,14,-3,-2,-4,-1,
31535,-12,0,-7,-19,0,-2,-2,0,
31540,-5,-5,-6,-1,-5,-3,-2,1,
31545,-8,-13,-59,-17,-4,-1,-3,-4,
31550,-7,-1,36,7,2,2,0,-2,
