Timestamp, Rotation x, Rotation y, Rotation z
14960,13.6875,-26.0625,62.25,
14980,18.3125,-22.1875,69.0625,
15000,11.3125,-16,71.1875,
15020,1.6875,-11.3125,75.0625,
15040,-2.0625,-6.1875,76.9375,
15060,-4.5,0.4375,76.5,
15080,-13.875,8.375,74.8125,
15100,-14.1875,10.6875,78.375,
15120,-22.4375,18.25,72.3125,
15130,-26.5,18.875,66.6875,
15150,-29.3125,19.625,62.5,
15170,-29.375,30.25,58.3125,
15190,-21.25,43.3125,48.375,
15210,-15.125,48.5625,38.5625,
15230,-21.9375,44.125,29.3125,
15250,-30.125,43.5625,19.625,
15270,-31.9375,40.9375,11.1875,
15290,-27.125,41.75,4.8125,
15310,-32.75,46,-3.5625,
15330,-31.6875,47.9375,-13,
15350,-30.5,53.5,-17.4375,
15370,-24.0625,53.0625,-20.875,
15390,-23.5625,56.5,-28.625,
15410,-22.875,56.3125,-34.125,
15430,-15.5,54,-40.375,
15450,-13.1875,52.5,-45.375,
15470,-12.75,52.25,-48.5,
15490,-7.5,49.5625,-52.9375,
15510,0.625,43.125,-53.0625,
15530,-2.1875,36.125,-54.4375,
15550,-0.875,30.625,-58.1875,
15570,1.6875,25.8125,-59.0625,
15590,1.75,17.75,-60.125,
15610,5,8.6875,-62.75,
15630,10.875,1.6875,-66.0625,
15650,15.4375,-5.875,-68.6875,
15670,20.5625,-8.5625,-69.0625,
15690,28.5,-17.6875,-63.25,
15710,35.3125,-21.8125,-62.1875,
15730,40.0625,-25.0625,-60.6875,
15750,45.75,-31.5,-56.8125,
15770,52.3125,-36.6875,-49.5,
15790,48.0625,-41.375,-43.25,
15810,44.1875,-42.625,-40.1875,
15830,50.625,-46.6875,-33.875,
15850,55.625,-48.625,-25.5625,
15870,52,-48.3125,-19.125,
15890,47.3125,-48.75,-12.625,
15910,49.75,-47.75,-5.3125,
15930,48.125,-46.4375,3.5625,
15950,41.6875,-42.5,10.8125,
15970,34.3125,-40.25,20.3125,
15990,27,-40.6875,29.875,
16010,18.0625,-39.4375,38.625,
16030,11.125,-37.5625,47.5625,
16050,11.75,-31.1875,53.3125,
16070,5.125,-23.25,61.4375,
16090,-6.625,-18.4375,71.1875,
16110,-7.125,-17.9375,76.8125,
16130,-2.1875,-11.375,77.5625,
16150,-6.4375,-7.0625,82.375,
16170,-12.375,-2.1875,84.6875,
16190,-14.375,1.1875,85.375,
16210,-13,8.375,80.5,
16230,-13.8125,14.4375,80,
16250,-10.8125,16.9375,76.875,
16270,-11.125,21.6875,73.3125,
16290,-14.25,28.5,69.125,
16310,-15.75,35.75,62.25,
16330,-14.625,39.25,56.9375,
16350,-15.4375,38.5,49.125,
16370,-20.875,40.75,39.25,
16390,-15.25,43.1875,29.6875,
16410,-16.6875,42.3125,19.0625,
16430,-22.5,41.4375,10.25,
16450,-19.6875,41.75,0.9375,
16470,-10.875,41.9375,-7.1875,
16490,-7.3125,43.6875,-13.875,
16510,-3.625,42.9375,-20.125,
16530,-3.375,41.5625,-26.375,
16550,-2.4375,40.8125,-30.625,
16570,2.1875,40.75,-35.25,
16590,6.9375,39.125,-36.875,
16610,4.4375,38.3125,-40.8125,
16630,7.9375,32.75,-43.8125,
16650,10.375,33.9375,-47.1875,
16670,13.75,28.875,-46.375,
16690,12.4375,23.0625,-47.25,
16710,13,17.75,-48.4375,
16730,19,12.125,-49.3125,
16750,19.625,4.75,-49.6875,
16770,23.25,-5.375,-50.75,
16790,22.375,-12.4375,-51.9375,
16810,16.375,-18.625,-49.9375,
16830,23.4375,-26.375,-47.5625,
16850,25.375,-31.1875,-48.375,
16870,30.375,-34.6875,-44.75,
16890,38.875,-35.6875,-39.625,
16910,43.75,-39.0625,-35.9375,
16930,43.875,-43.75,-33.25,
16950,47.3125,-46.625,-28.625,
16970,50.3125,-47.25,-23.25,
16990,49.625,-47.6875,-17.5,
17010,42.9375,-45.875,-13.375,
17030,39.125,-48.0625,-7.5,
17050,33.6875,-47.625,-3.5,
17070,34,-44.625,0.3125,
17090,35.25,-39.5,5,
17110,33.875,-38.25,12.9375,
17130,22.75,-34.5625,17.25,
17150,14.8125,-33.375,21.125,
17170,14.5625,-32.6875,25.1875,
17190,11.875,-28.8125,32.5,
17210,11.125,-23.75,38,
17230,-2.8125,-20.125,43.875,
17250,-11.5,-15.375,47.625,
17270,-12.125,-11.6875,51.625,
17290,-10,-6.5625,55.125,
17310,-11.75,-1.25,59.1875,
17330,-14.875,4.8125,60.6875,
17350,-24.3125,12.4375,58.25,
17370,-22.6875,14.75,59.5,
17390,-16.75,18.75,59.75,
17410,-13.5625,23.25,58.125,
17430,-14.5625,27,50.4375,
17450,-17.75,25.9375,47.4375,
17470,-12.0625,31.25,42.9375,
17490,-10.3125,35.6875,40.4375,
17510,-10.625,40.375,34.875,
17530,-12.5,42.1875,29.625,
17550,-12.625,44.875,25.125,
17570,-10.8125,46.8125,19.6875,
17590,-12.25,48.625,12,
17610,-12.75,50.625,4.9375,
17630,-8.875,50.4375,-1.125,
17650,-6.5625,48.125,-6.4375,
17670,-7.5625,49.5625,-14,
17690,-5.75,49.3125,-20.5625,
17710,-2.875,46.5,-24.5,
17730,0.625,44.25,-30.0625,
17750,1.5,43.0625,-35.375,
17770,5.0625,37.5625,-36,
17790,2.75,32,-41.625,
17810,1.1875,26.5625,-45.0625,
17830,6.3125,20.5625,-46.1875,
17850,9.25,17.625,-47.6875,
17870,9.25,11.625,-48.1875,
17890,9.0625,4.8125,-48.25,
17910,10.5,3.9375,-50.75,
17930,18.5,1.375,-48.0625,
17950,22.0625,-4.3125,-44,
17970,17.5,-10.4375,-43.75,
17990,14.75,-15.1875,-44.5,
18010,24.875,-16.4375,-44.5625,
18030,33.75,-19.9375,-40.4375,
18050,34.875,-26.875,-37.6875,
18070,34.0625,-36.875,-36.125,
18090,32.8125,-40.5,-31.5625,
18110,26.625,-40.25,-22.6875,
18130,27.625,-40.0625,-17.125,
18150,27,-42.25,-11.1875,
18170,28.625,-45.25,-7,
18190,23.375,-46.375,-4,
18210,22.0625,-45.5625,1.625,
18230,25.5625,-45,6.9375,
18250,22.375,-47.125,11,
18270,19.25,-48.625,17.0625,
18290,18.0625,-46.6875,24.6875,
18310,18.75,-43.4375,33,
18330,14.1875,-40.9375,39.5,
18350,12.375,-36.0625,44.875,
18370,7.75,-29.3125,52.375,
18390,0.3125,-20.4375,58.0625,
18410,-2.0625,-14.5,62.125,
18430,2.875,-8.5625,66.4375,
18450,-1.875,-1.5625,70.75,
18460,-6.3125,-0.3125,73.9375,
18480,-14.5625,2.5,69.125,
18500,-16,4.25,66.875,
18520,-19.1875,10.875,66.6875,
18540,-17.4375,17.75,65.1875,
18560,-19.5,22.4375,58.75,
18580,-21.625,26.8125,55.125,
18600,-22.6875,35,50.125,
18620,-17.125,36.375,46.375,
18640,-16.125,39.75,39.625,
18660,-15.125,41.25,36.5,
18680,-18.3125,45.5625,29.5,
18700,-14.25,45.3125,23.6875,
18720,-12.25,43.8125,15.625,
18740,-13.375,46.5,8.3125,
18760,-14.4375,47.4375,2.5,
18780,-16.1875,46.0625,-5.3125,
18800,-14.0625,44.1875,-14,
18820,-9.0625,41.375,-18.5,
18840,-6.75,41.375,-27.25,
18860,-7.75,39.3125,-32.1875,
18880,-2.9375,36.8125,-39.0625,
18900,-0.125,32.4375,-42.6875,
18920,4.625,31.875,-47.9375,
18940,2.75,29.0625,-49.6875,
18960,3.125,23.875,-51.6875,
18980,3.375,18.8125,-55.8125,
19000,6.0625,12.9375,-56.25,
19020,7.125,9.3125,-58,
19040,4.5625,2.9375,-58.0625,
19060,10.25,-3.6875,-56.6875,
19080,14.25,-10.125,-55.125,
19100,14.875,-12.9375,-54.5625,
19120,15.875,-19,-49.25,
19140,17.6875,-24.5625,-48.5625,
19160,20.1875,-28.875,-47.5625,
19180,29.375,-28.5625,-44.625,
19200,33.1875,-30.8125,-35.75,
19220,30.0625,-33.9375,-30.75,
19240,30.1875,-36.625,-28.5,
19260,35.1875,-39.5,-23.375,
19280,40.3125,-42,-15.375,
19300,32,-43.1875,-9.0625,
19320,30.75,-44.6875,-4.75,
19340,36.5625,-43.8125,-1.125,
19360,36.3125,-43,7.0625,
19380,31.25,-44.4375,14.75,
19400,28.8125,-40.875,17.5,
19420,35.3125,-39.6875,24.0625,
19440,40.625,-36.875,29.3125,
19460,31.875,-30.75,36.5,
19480,17.0625,-27,44.5,
19500,10.5625,-26,50.5,
19520,7,-19.25,55.75,
19540,9.125,-11.0625,62.3125,
19560,-5.0625,0.5,68.375,
19580,-14.1875,1.1875,70.25,
19600,-16.5625,7.1875,67.8125,
19620,-13.0625,9.0625,69.875,
19640,-15.6875,13.9375,69.8125,
19660,-29.1875,17.875,64.8125,
19680,-27.1875,23.125,54.875,
19700,-21.6875,29.5625,50.0625,
19720,-6.5625,34.125,45.75,
19740,-6.1875,36,41.4375,
19760,-10.375,40.3125,31.5625,
19780,-9.1875,41.875,26.4375,
19800,-4.9375,44.9375,21.4375,
19820,-7.625,46.5,16,
19840,-14.9375,49.5,9.5,
19860,-10.9375,51.8125,4.0625,
19880,-8.8125,53.375,-2.125,
19900,-13.1875,53.8125,-9.0625,
19920,-16.3125,54.1875,-11.4375,
19940,-11.75,54.25,-14.4375,
19960,-9.1875,55,-19.25,
19980,1.6875,55.375,-24.5,
20000,3.25,49.4375,-26.9375,
20020,-14.3125,42.375,-32.4375,
20040,-17.625,38.75,-38.625,
20060,-5.6875,36.75,-42.8125,
20080,5.5625,30,-46.375,
20100,-14.4375,18.3125,-54.0625,
20120,-13.625,12.25,-59.875,
20140,-7.9375,8.9375,-62.5,
20160,7.75,1.8125,-60.5,
20180,11.125,-7.9375,-65,
20200,13.0625,-17.5,-66.625,
20220,12.8125,-24.625,-66.8125,
20240,28.875,-31.125,-62.5,
20260,37.3125,-35.9375,-58.5625,
20280,38.3125,-43.8125,-54.9375,
20300,33.5,-50.625,-53.5625,
20320,34.8125,-54.375,-50,
20340,43.25,-57.875,-41,
20360,44.75,-60.625,-30.0625,
20370,38.1875,-63.25,-23.125,
20390,30.6875,-67,-15.3125,
20410,33.9375,-64.5625,-9.0625,
20430,34.625,-62.25,0.4375,
20450,31.25,-57.0625,9.1875,
20470,32.125,-51.25,21.6875,
20490,29,-41.25,31.25,
20510,22.0625,-37.9375,40.6875,
20530,20.9375,-31.6875,47.8125,
20550,22.5,-26.875,56.625,
20570,11.3125,-14.75,62,
20590,4.9375,-7.9375,65.1875,
20610,7.1875,-1.3125,68.125,
20630,3.0625,4.4375,73.3125,
20650,-8.625,10.5625,73.75,
20670,-16.25,14.1875,70.9375,
20690,-24,17.75,67.75,
20710,-27.5,20.375,67.1875,
20730,-27.25,23.6875,63.8125,
20750,-25.875,27.0625,59.6875,
20770,-27.625,33.4375,54.75,
20790,-20.5,38.875,50.1875,
20810,-16.4375,42.25,46.9375,
20830,-18.25,44.75,40.9375,
20850,-19.8125,45.8125,30.5625,
20870,-15.5,46.3125,24.0625,
20890,-14.625,47.1875,16.375,
20910,-15.5,46.5625,7.4375,
20930,-15.125,48.9375,-1,
20950,-9.625,48.5,-9.9375,
20970,-8.875,46.0625,-16,
20990,-10.6875,44,-21.75,
21010,-11.1875,44.125,-25.5,
21030,-7.875,46.1875,-29.5,
21050,-6.3125,45.4375,-31.6875,
21070,-5.8125,45.25,-36.75,
21090,-1,47.375,-39.0625,
21110,1.75,47.5,-40.6875,
21130,1.9375,43.625,-44.125,
21150,-4.875,36.25,-47.125,
21170,-8.625,33.625,-50.375,
21190,-5.1875,23.5,-47.6875,
21210,-7.625,13.9375,-50.6875,
21230,-10,3.25,-53.4375,
21250,0.0625,-5.375,-57.375,
21270,4.9375,-9.25,-60.5,
21290,16.125,-17.0625,-58.1875,
21310,20.625,-28.1875,-56.6875,
21330,20.8125,-36.25,-55.3125,
21350,20.625,-39.0625,-54.9375,
21370,26.375,-41.5,-49.8125,
21390,36.375,-45.75,-45.0625,
21410,36.5,-52.8125,-38.125,
21430,34.375,-53.125,-34.6875,
21450,31.0625,-57.3125,-27.25,
21470,37.125,-59.625,-24.3125,
21490,33.1875,-60.0625,-19,
21510,33.4375,-57.9375,-11.5625,
21530,39.8125,-54.75,-1.0625,
21550,36.9375,-50.625,4,
21570,31.5,-48.5625,8.4375,
21590,32.4375,-44.0625,13,
21610,34.1875,-41.9375,20.375,
21630,19.875,-37.0625,27.0625,
21650,13.3125,-34.8125,34.0625,
21670,12.375,-31.4375,39.4375,
21690,14.25,-25.8125,45.8125,
21710,13.625,-21.4375,51.875,
21730,7.375,-15.625,53.75,
21750,3.6875,-8.1875,56.875,
21770,-2.25,-4.375,59.1875,
21790,-3.5,-2.375,59.9375,
21810,-1.3125,5,62,
21830,-6,12.0625,61.0625,
21850,-13.25,15.5,59,
21870,-18.4375,20.5625,52.5,
21890,-18.6875,30.25,49.5,
21910,-13.6875,38.3125,47.4375,
21930,-16.5625,41.6875,43.3125,
21950,-16.4375,40.1875,40.875,
21970,-19,43.75,36.125,
21990,-15.125,45.125,32.1875,
22010,-12.1875,48.4375,27.8125,
22030,-14.25,49.5,21.375,
22050,-18.375,50.9375,16.5,
22070,-16.6875,54.4375,12.6875,
22090,-11.5625,58.8125,5.6875,
22110,-6.375,56.625,1.4375,
22130,-6.125,55.6875,-7.25,
22150,-8.75,56.75,-13.0625,
22170,-8.9375,56.25,-18.5,
22190,-8.9375,50.5,-24.8125,
22210,-5.1875,46.25,-31.5625,
22230,-5.8125,43.0625,-37.875,
22250,-3.8125,39.625,-43.625,
22270,-4.5625,35.625,-48,
22290,-1.6875,29.4375,-52.9375,
22310,-2.125,26.8125,-57.9375,
22330,3.5,23.5,-60,
22350,-1.1875,15.4375,-60.5625,
22370,0.4375,8.0625,-64.875,
22390,7.5,4.1875,-68.4375,
22410,14.6875,-0.5,-66.25,
22430,17.875,-8.8125,-61.0625,
22450,14.25,-17.8125,-63,
22470,16,-25.3125,-63.25,
22490,21.1875,-31.0625,-57.8125,
22510,24.75,-33.25,-53.4375,
22530,30.0625,-36.375,-49.0625,
22550,33.3125,-41.25,-46.125,
22570,41.5625,-43.5625,-39.75,
22590,41.125,-44.875,-30.875,
22610,38.3125,-46.25,-22.25,
22630,40.375,-47.625,-14.25,
22650,43.9375,-51.25,-7.4375,
22670,36,-51.0625,-1.25,
22690,24.1875,-49.875,6.8125,
22710,22.75,-48.625,15.0625,
22730,24.4375,-50.375,26.6875,
22750,10.375,-46.5,33.9375,
22770,4.0625,-45.75,40.9375,
22790,2.3125,-42.5625,46.8125,
22810,5.4375,-37.5,53.9375,
22830,10.125,-31.875,57.3125,
22850,5.125,-28.0625,58.625,
22870,4.875,-23.125,62.6875,
22890,7.8125,-17.4375,64.8125,
22910,7.9375,-10.375,67.1875,
22930,4.1875,-6.4375,70.25,
22950,-1.6875,-2.1875,70,
22970,-0.875,5.9375,69.0625,
22990,-3.75,10.9375,68.0625,
23010,-10,11.9375,67.8125,
23030,-13.375,15.375,63.625,
23050,-22,19.125,57.9375,
23070,-27.375,24.125,52.375,
23090,-23,31.125,48.9375,
23110,-17.4375,35.875,45.25,
23130,-21.5,40.5,36.6875,
23150,-27.25,44.5625,28,
23170,-19.4375,49.5625,21.375,
23190,-18.1875,52.1875,12.75,
23210,-13.75,51.375,4.0625,
23230,-13.875,52.4375,-4.9375,
23250,-4.3125,55.125,-13.25,
23270,-3.1875,56.1875,-19.875,
23290,-3.0625,55.875,-28.5625,
23310,0.5625,54.4375,-33.4375,
23330,2.625,52.4375,-38.5,
23350,5.0625,50.75,-44.1875,
23370,6.5,48.25,-47.875,
23390,9,43.5,-52.3125,
23410,5.75,37.9375,-54.6875,
23430,4.3125,30.875,-57.1875,
23450,3,23.5625,-59.375,
23470,8.8125,17.8125,-61.125,
23490,7.6875,10.875,-60.5,
23510,5.125,2.9375,-60.375,
23530,2.75,-3.25,-60.25,
23550,11.3125,-7.9375,-57.9375,
23570,19.3125,-11.8125,-56.25,
23590,22.9375,-20.9375,-49.9375,
23610,14.125,-29.0625,-50.125,
23630,17.25,-32.5,-47.625,
23650,24.625,-34,-42,
23670,32.5,-36.875,-32.5,
23690,37.5625,-39.0625,-25.4375,
23710,35.4375,-42.8125,-23.75,
23720,39.0625,-44.6875,-18.625,
23740,34.0625,-45.0625,-10.6875,
23760,27.5625,-47.5625,-3.4375,
23780,25.125,-47.5625,2.6875,
23800,23.375,-47.9375,10.1875,
23820,21.5,-47.5,19.1875,
23840,7.75,-45.75,23.75,
23860,0.8125,-44.375,30.0625,
23880,3.625,-41.625,36.125,
23900,5.0625,-36.625,42.375,
23920,-0.6875,-29.75,46.9375,
23940,-1.5625,-27.125,53.875,
23960,1.4375,-18.8125,55.75,
23980,6.4375,-13.1875,59.75,
24000,9.875,-8.25,61.125,
24020,3.625,-3.625,62.375,
24040,-5.1875,2.3125,63.875,
24060,-8.5,6.9375,63.3125,
24080,-9.3125,14.125,63.125,
24100,-11.125,20.5625,63.5625,
24120,-21.0625,24.1875,61.5625,
24140,-25.5625,29.125,57.1875,
24160,-25.375,34.75,53.625,
24180,-19.875,36.875,48.5625,
24200,-21.75,38.125,42.1875,
24220,-25.8125,39.125,34,
24240,-22.875,41.875,25.5,
24260,-16.125,43.125,19.5625,
24280,-16.8125,44.5,11.375,
24300,-17.5,44.8125,1.5,
24320,-17.125,44.3125,-4.6875,
24340,-15.875,44.8125,-12.6875,
24360,-8.5625,45.875,-19.6875,
24380,-7.3125,45.1875,-26,
24400,-5.1875,43.5,-31.875,
24420,-1.6875,42.625,-38.375,
24440,3.875,40.25,-41.3125,
24460,3.125,38.875,-47.625,
24480,0.9375,35.6875,-50.3125,
24500,3.0625,33.375,-54.25,
24520,7.8125,28.5625,-54.4375,
24540,8.5,22.0625,-56.875,
24560,4.3125,15.4375,-59.5625,
24580,5,10.375,-61.8125,
24600,6.8125,6.75,-61.8125,
24620,16.25,-1.1875,-55.375,
24640,14.5625,-8.375,-53.6875,
24660,17.625,-13.0625,-52.4375,
24680,24.1875,-16.3125,-48.75,
24700,16.1875,-20.5,-44.375,
24720,15.125,-25.5,-44.5,
24740,26.25,-31.6875,-39.0625,
24760,36.75,-34.3125,-31.8125,
24780,32.0625,-38.9375,-27.375,
24800,29.75,-45.8125,-25.3125,
24820,33.4375,-50.5625,-22.125,
24840,33.75,-51.75,-17.875,
24860,36.8125,-50.3125,-11.3125,
24880,41.3125,-45.6875,-1.6875,
24900,37.875,-41.625,5.9375,
24920,33.9375,-40.375,12.6875,
24940,33.4375,-41.125,21.5625,
24960,33.5,-37.25,27.9375,
24980,32.0625,-32.5,35.125,
25000,32,-28.625,42.1875,
25020,30.375,-22.375,48.5,
25040,26.5,-18.5625,54.75,
25060,21.125,-16.1875,58.75,
25080,21.5625,-10.5625,62.6875,
25100,21.1875,-3.3125,66.1875,
25120,10.1875,-3.0625,68.3125,
25140,-12.375,-3.625,67.75,
25160,-24.875,-3.1875,67.3125,
25180,-26.375,-0.0625,66.1875,
25200,-26.8125,1.9375,62.8125,
25220,-30.25,6.4375,56.9375,
25240,-25.8125,9.625,49.875,
25260,-22.3125,15.9375,44.375,
25280,-20.4375,21.25,41.25,
25300,-17.875,26.4375,36.625,
25320,-21.5625,30.9375,30.875,
25340,-19.4375,35.8125,25.4375,
25360,-17.625,39,21.4375,
25380,-19.875,43.5625,16,
25400,-19.875,46.5,11.5625,
25420,-23.3125,49.8125,5,
25440,-24.5,52.125,-0.3125,
25460,-17.375,55,-3.75,
25480,-9.5625,56.5,-5.75,
25490,-12.6875,54.25,-11.0625,
25520,-21.125,53.5625,-18.8125,
25540,-16.0625,52.125,-22.6875,
25560,-12.75,48.625,-25.5,
25580,-9.8125,43.375,-29,
25600,-11.625,39.1875,-35,
25620,-10.75,35,-40.9375,
25640,-12.625,27.6875,-44.0625,
25650,-11.8125,24.125,-50.5,
25670,-8.6875,18.9375,-52.6875,
25690,-4.6875,16.375,-57.9375,
25710,-2.8125,12.25,-59.6875,
25730,-3.5,5.75,-61.875,
25750,1.6875,0.6875,-65.125,
25770,10,-3.5625,-66.0625,
25790,15.3125,-7.5,-67.625,
25810,24.875,-13.375,-63,
25830,30.75,-20.5625,-60.25,
25850,35.875,-27.3125,-57.875,
25870,36.625,-34.3125,-54.125,
25890,38.5625,-37.0625,-47.5625,
25910,38.25,-36.1875,-39.4375,
25930,39.625,-35.75,-31.9375,
25950,45.75,-36.0625,-21.375,
25970,47.75,-36.375,-12.5625,
25990,40.9375,-39.5625,-0.375,
26010,38.0625,-41.5,5.8125,
26030,28.4375,-39.1875,11.375,
26050,27.5,-40.3125,20.5,
26070,28.5625,-41.5625,29.75,
26090,29.25,-39.1875,35.9375,
26110,25.4375,-37.375,40.375,
26130,18.125,-34.75,45.3125,
26150,18,-34.3125,51.5625,
26170,12.3125,-33.75,55.75,
26190,11.9375,-31.3125,57.5625,
26210,11.5,-24.6875,61.8125,
26230,14.3125,-22.875,68.6875,
26250,1.875,-17.6875,67.5,
26270,-2.375,-11.9375,67.3125,
26290,5,-8.375,69.625,
26310,-0.875,0.25,67.25,
26330,-6.1875,3.75,63.125,
26350,-7.0625,6.4375,57.4375,
26370,-9.625,12.75,53.0625,
26390,-12.1875,18.3125,49.5625,
26410,-17.8125,25.125,44.0625,
26430,-22,29.3125,39.3125,
26450,-24.0625,35.5,34.25,
26470,-23.9375,40.9375,30.8125,
26490,-25.1875,44.5,27.5,
26510,-28.125,46.6875,20,
26530,-25.3125,49,13.1875,
26550,-19.0625,48.8125,6.9375,
26570,-19.4375,47.4375,0.5,
26590,-18.25,44.125,-5,
26610,-16.625,46.5,-11.25,
26630,-14.5625,47.6875,-13.5,
26650,-19.625,46.875,-18.4375,
26670,-14.9375,45.8125,-22.625,
26690,-13.6875,43.6875,-24.8125,
26710,-14.4375,41.75,-29.1875,
26730,-13.625,38.1875,-34.3125,
26750,-7.8125,31.4375,-39.3125,
26770,-1.125,28,-43.5,
26790,-5.25,23.5,-47.875,
26810,-5,17.75,-49.625,
26830,-2.5625,13.875,-52.6875,
26850,5.0625,8.25,-54.5625,
26870,13.5,5.6875,-56.75,
26890,11.25,-1.5,-55,
26910,6.9375,-7.375,-57,
26930,17.0625,-15.6875,-55.9375,
26950,24.3125,-14.1875,-56.375,
26970,35.1875,-19.75,-47.0625,
26990,31.0625,-26.125,-47.375,
27010,29.9375,-35.25,-44.625,
27030,29.4375,-38.9375,-40.8125,
27050,32.75,-40.1875,-31.5,
27070,40.125,-37,-21.75,
27090,36.75,-33.125,-14.9375,
27110,35.0625,-33.5,-8.3125,
27130,24.5625,-36.875,0.5,
27150,19.5625,-37.5,8,
27170,19.0625,-37.9375,17.6875,
27190,17.375,-34.0625,25.625,
27210,12.5625,-29,31.125,
27230,8,-26.4375,36.0625,
27250,5.625,-22.9375,38.625,
27270,6.5,-22.25,41.6875,
27290,8.4375,-18.9375,43.8125,
27310,8.6875,-16.0625,49.8125,
27330,8.125,-14.875,55.25,
27350,-0.9375,-13.4375,56.6875,
27370,-6.9375,-11.0625,58.25,
27390,-6.3125,-6.75,63.125,
27410,-9.8125,-1.875,66,
27430,-19.5,-1.4375,63.5625,
27450,-28.25,2.0625,59.0625,
27470,-22,5.875,56.9375,
27490,-19,8.0625,52.125,
27510,-22.6875,12.75,44.5625,
27530,-23.3125,17.375,38.1875,
27550,-22.75,18.5625,33.5,
27570,-22.4375,20.0625,29.5,
27590,-27.6875,23.3125,26.4375,
27610,-37.125,27.75,21.5625,
27630,-37.75,27.5625,17.4375,
27650,-37.0625,28.4375,13.4375,
27670,-39.5625,32.3125,6.125,
27690,-31.75,36,2.3125,
27710,-23.5,38.625,-1.5,
27730,-17.25,43.75,-6.875,
27750,-14,45.4375,-10.75,
27770,-8.0625,46.4375,-15,
27790,-7.8125,45.9375,-20.0625,
27810,-8.0625,44.4375,-25.125,
27830,-3.8125,43.25,-28.5,
27850,-0.125,43.8125,-32.5,
27870,3.9375,42.125,-34.625,
27890,1.875,36.8125,-37.9375,
27910,2.6875,35.125,-41.5625,
27930,5.75,33.875,-43.125,
27950,14.625,29.5625,-42,
27970,13.625,22.375,-43.9375,
27990,12.5625,15.9375,-45.8125,
28010,18.75,13.3125,-47.25,
28030,23.5625,6,-44.625,
28050,19.125,-4.1875,-47.5,
28070,15.8125,-14.375,-47.8125,
28090,15.3125,-16.875,-47,
28110,22.8125,-20.3125,-43,
28130,24.875,-26.5625,-42.4375,
28150,24.625,-31.4375,-40.9375,
28170,28.625,-37.125,-38.9375,
28190,31.25,-40.4375,-36,
28210,40.3125,-46.125,-30.9375,
28230,36.1875,-46.875,-30,
28250,39.625,-55.0625,-20.75,
28270,40.8125,-55.125,-9.3125,
28290,40.5,-53.625,-2.5625,
28310,37.875,-56.6875,4,
28330,30.8125,-55.125,11.3125,
28350,22.25,-52.5,20.875,
28370,21.5625,-49.4375,26.1875,
28390,19.375,-44.75,33.125,
28410,24.375,-42.75,38.9375,
28430,14.3125,-37.25,44.6875,
28450,5.6875,-38.125,49.3125,
28470,2.375,-35.4375,52.75,
28490,7.4375,-31.375,54.8125,
28510,8.9375,-25.625,57.375,
28530,1.8125,-23.125,59,
28550,-6.5,-15.375,55.6875,
28570,-3.6875,-11.4375,53.625,
28590,-0.5625,-5.75,50.9375,
28610,-11.125,4.5,49.1875,
28630,-9.25,10,45.375,
28650,-11.75,10.875,42.3125,
28670,-9.25,18.125,35.8125,
28690,-17.625,29.0625,32.375,
28710,-10.25,33.25,31.5,
28730,-25,38.1875,24.125,
28750,-31.5,37.875,17.375,
28770,-31.8125,43.0625,9.3125,
28790,-20.625,45.25,9,
28810,-24.0625,48.75,2.25,
28830,-25.6875,51.1875,-3.4375,
28850,-22,53.1875,-8.6875,
28870,-15.25,57.125,-13.375,
28890,-8.375,57.8125,-14.8125,
28910,-9.5,56.375,-18.75,
28930,-8.4375,63.375,-26.4375,
28950,-5.5625,59.9375,-26.8125,
28960,-4.8125,54.0625,-29.4375,
28980,-3.9375,51.3125,-35.375,
29000,0,44.9375,-40.9375,
29020,-3.375,37.5,-44.4375,
29040,-6.6875,32.5,-51.4375,
29060,1.5625,23.3125,-53.3125,
29080,1.375,14.9375,-58,
29100,-1.25,7.6875,-61.4375,
29120,6.875,2.75,-64.6875,
29140,15.75,-2.1875,-63,
29160,21,-10.5,-60,
29180,18.6875,-15.375,-58.375,
29200,24.125,-21.9375,-55,
29220,31.125,-25.4375,-49.8125,
29240,37.9375,-27.875,-43.3125,
29260,41.875,-31.4375,-32.4375,
29280,39.375,-32.3125,-26.25,
29300,39.75,-34,-18.1875,
29320,43.1875,-35.0625,-8.875,
29340,43.375,-34.125,0.375,
29360,30.8125,-36.375,8.75,
29380,21.3125,-41.375,15,
29400,18.4375,-40.6875,19.1875,
29420,21.25,-42.1875,24.8125,
29440,20.3125,-43,30.1875,
29460,17,-43.5625,35.0625,
29480,13.5,-41.125,41.1875,
29500,15.3125,-39.3125,45.75,
29520,16,-34.125,48.9375,
29540,18.25,-30.1875,54.3125,
29560,9.75,-23,58.125,
29580,5.75,-18.125,60.5625,
29600,5.3125,-13.0625,62.4375,
29620,6.9375,-9.8125,62.75,
29640,-2.9375,-4.75,61.4375,
29660,-12.4375,-0.4375,63.0625,
29680,-16.625,4.125,60.5625,
29700,-20.375,10.3125,55.9375,
29720,-22.5625,15.0625,51.8125,
29740,-22.75,20.8125,47,
29760,-25.9375,27.0625,39.625,
29780,-23.125,27.1875,35,
29800,-19.375,28.8125,28.625,
29820,-16.375,33.0625,24.8125,
29840,-19.375,36.25,19.625,
29860,-22.9375,38.625,12.3125,
29880,-19.125,43.25,7.25,
29900,-14.625,50,2.4375,
29920,-9.75,52.5,-0.3125,
29940,-15.1875,52.625,-10,
