Timestamp, Angle x, Angle y, Angle z, Marker
3930,1.8704,0.172955,-0.854809,0
3950,1.87373,0.173077,-0.854831,0
3970,1.8743,0.174907,-0.854037,0
3990,1.87198,0.176293,-0.852964,0
4010,1.86854,0.175851,-0.852867,0
4030,1.86727,0.174876,-0.853505,0
4050,1.86865,0.173934,-0.853188,0
4070,1.86983,0.173817,-0.852581,0
4090,1.87058,0.174916,-0.852181,0
4110,1.86912,0.17647,-0.852097,0
4130,1.86601,0.177174,-0.853452,0
4150,1.86442,0.176835,-0.855185,0
4170,1.86552,0.176246,-0.855897,0
4190,1.86718,0.176015,-0.856184,0
4210,1.86775,0.176813,-0.856361,0
4230,1.8681,0.178494,-0.856373,0
4250,1.87074,0.179831,-0.855988,0
4270,1.87268,0.179332,-0.85609,0
4290,1.87564,0.178324,-0.855556,0
4310,1.87497,0.177063,-0.856213,0
4330,1.87129,0.176242,-0.85674,0
4350,1.86841,0.176914,-0.856344,0
4370,1.86709,0.177612,-0.856087,0
4390,1.86755,0.178316,-0.855606,0
4410,1.86897,0.178926,-0.856503,0
4430,1.87204,0.17936,-0.856181,0
4450,1.87298,0.179636,-0.856326,0
4470,1.87288,0.180299,-0.856544,0
4490,1.87184,0.181801,-0.856994,0
4510,1.87196,0.183379,-0.856539,0
4530,1.87329,0.185191,-0.85572,0
4550,1.87383,0.185733,-0.855747,0
4570,1.87242,0.184935,-0.857035,0
4590,1.87023,0.183353,-0.858503,0
4610,1.8702,0.183318,-0.858528,0
4630,1.87199,0.184038,-0.857811,0
4650,1.87561,0.185245,-0.856937,0
4670,1.87863,0.185522,-0.856324,0
4690,1.87833,0.185213,-0.856838,0
4710,1.87726,0.18637,-0.856544,0
4730,1.87472,0.186609,-0.856478,0
4750,1.87311,0.185965,-0.857194,0
4770,1.8738,0.185652,-0.857296,0
4790,1.87303,0.185542,-0.857506,0
4810,1.87033,0.186239,-0.858389,0
4830,1.8692,0.186961,-0.859405,0
4850,1.86917,0.187232,-0.860711,0
4870,1.87082,0.187864,-0.861478,0
4890,1.87356,0.189181,-0.861175,0
4910,1.87265,0.190102,-0.86276,0
4930,1.87144,0.189723,-0.864301,0
4950,1.87165,0.188444,-0.865484,0
4970,1.8718,0.187228,-0.866299,0
4990,1.8707,0.187311,-0.867006,0
5010,1.86938,0.188988,-0.867317,0
5030,1.86924,0.190065,-0.867423,0
5050,1.87015,0.19031,-0.867846,0
5070,1.87123,0.189112,-0.869148,0
5090,1.87072,0.187435,-0.870483,0
5110,1.87122,0.187232,-0.871285,0
5130,1.87365,0.187491,-0.870617,0
5150,1.87276,0.18755,-0.871718,0
5170,1.87022,0.187596,-0.873113,0
5190,1.87004,0.188414,-0.873323,0
5210,1.87192,0.189432,-0.873465,0
5230,1.87474,0.19029,-0.873398,0
5250,1.87722,0.190899,-0.873478,0
5270,1.87768,0.19183,-0.873427,0
5290,1.87682,0.193311,-0.873287,0
5310,1.87608,0.194801,-0.872957,0
5330,1.8756,0.195669,-0.872684,0
5350,1.8756,0.195669,-0.872684,0
5370,1.87472,0.195095,-0.872978,0
5390,1.87362,0.19531,-0.873268,0
5410,1.8736,0.19563,-0.873048,0
5430,1.87341,0.195554,-0.87305,0
5450,1.87415,0.195634,-0.873119,0
5470,1.87451,0.195657,-0.873295,0
5490,1.8759,0.195621,-0.873168,0
5510,1.87666,0.195829,-0.873056,0
5530,1.87639,0.19668,-0.872936,0
5550,1.87451,0.1979,-0.873071,0
5570,1.87187,0.198333,-0.873391,0
5590,1.87188,0.198689,-0.873146,0
5610,1.8727,0.199103,-0.872302,0
5630,1.87535,0.197454,-0.867831,0
5650,1.88083,0.19407,-0.855226,0
5670,1.89021,0.1911,-0.832047,0
5690,1.87743,0.21535,-0.818294,0
5710,1.92032,0.265448,-0.769637,0
5730,2.03062,0.329705,-0.666839,0
5750,2.21917,0.38899,-0.487696,0
5770,2.45333,0.38901,-0.272528,0
5790,2.77516,0.369641,0.0198849,0
5810,3.01771,0.225031,0.296419,0
5830,-2.96575,0.143975,0.470568,0
5850,-2.8923,0.0555189,0.558524,0
5870,-2.90504,0.0429792,0.530401,0
5890,-2.94435,0.0703619,0.479625,0
5910,-2.97673,0.112471,0.460673,0
5930,-2.99967,0.176049,0.443538,0
5950,-3.02012,0.217508,0.423105,0
5970,-3.02395,0.242064,0.406465,0
5990,-2.95645,0.27011,0.402198,0
6010,-2.84479,0.250623,0.424401,0
6030,-2.79221,0.192491,0.465124,0
6050,-2.80464,0.149333,0.504063,0
6070,-2.8525,0.112081,0.522597,0
6090,-2.89787,0.0833999,0.523733,0
6110,-2.9144,0.0545258,0.546175,0
6120,-2.90585,0.0298915,0.574459,0
6140,-2.8981,0.0134316,0.596399,0
6160,-2.90806,0.0179409,0.618541,0
6180,-2.93895,0.0252586,0.649713,0
6200,-2.9854,0.0327738,0.69696,0
6220,-3.03751,0.0245791,0.743769,0
6240,-3.0619,0.0142388,0.776634,0
6260,-3.05632,0.00623729,0.796798,0
6280,-3.02685,0.0371657,0.78737,0
6300,-2.99216,0.0793474,0.755346,0
6320,-2.97959,0.138262,0.725725,0
6340,-3.01497,0.241455,0.676054,0
6360,-3.07403,0.361395,0.622599,0
6380,-3.13767,0.484984,0.588478,0
6400,3.10107,0.586244,0.595893,0
6420,3.08871,0.649927,0.604352,0
6440,3.05931,0.674416,0.560107,0
6460,2.95761,0.703243,0.405658,0
6480,2.78322,0.6705,0.207471,0
6500,2.52287,0.549752,-0.0616971,0
6520,2.33329,0.386147,-0.287727,0
6540,2.24941,0.317339,-0.465702,0
6560,2.31618,0.336046,-0.503984,0
6580,2.41203,0.368389,-0.419777,0
6600,2.50155,0.413376,-0.354945,0
6620,2.53082,0.422133,-0.319428,0
6640,2.40846,0.401113,-0.439009,0
6660,2.26432,0.350044,-0.559033,0
