Timestamp, Rotation x, Rotation y, Rotation z
15790,-3.6875,0.5,-0.375
15810,-5.3125,0.1875,0.0625
15830,-5,-0.75,-2.25
15850,0.0625,1.8125,-3.3125
15870,1.8125,1.6875,-1.25
15890,-2.5625,0.4375,-0.8125
15910,1.375,-1.0625,1.25
15930,3.0625,0.1875,0.9375
15950,5.1875,-0.0625,-0.8125
15970,-2.375,0.375,-1.6875
15990,-3.9375,-0.125,3.4375
16010,-2.375,0.125,4.625
16030,-0.375,0.875,2.75
16050,-2.875,1.875,-3.625
16070,-7.875,1.625,-8.375
16090,-8.4375,-1.125,-5.875
16110,-6.75,-2.75,1.125
16130,-2,-2.9375,8.1875
16150,5.4375,-3.9375,7.3125
16170,7.125,-4.5625,2.25
16190,8.5,-2.5625,-3.75
16210,9,0.75,-5.4375
16230,9.6875,2,-4.1875
16250,11.1875,0.125,-3.75
16270,2.1875,0.875,-1.5625
16290,-3.875,2,4.125
16310,-4.6875,1.625,6.625
16330,-5.5,1.4375,6.4375
16350,-4.875,2.125,9.5625
16370,-8.3125,2.125,11.0625
16390,-10.125,0.875,12.3125
16410,-10.8125,0.75,14.1875
16430,-7.25,1.3125,12.8125
16450,-3.3125,1.875,6.6875
16470,-4.6875,2.5,-2.5625
16490,-1.9375,5,-9.9375
16510,8.6875,5.75,-13.8125
16530,9.375,4.625,-9.5625
16550,0.9375,2.375,2.5625
16570,-3.625,0.5,12.8125
16590,0.125,-1.0625,15.4375
16610,2,-0.9375,9.75
16630,-0.5,0.5625,4.375
16650,-4.125,2.5625,0.1875
16670,-1.25,2.1875,-1.6875
16690,3.375,0.8125,-3.9375
16700,2.9375,0.9375,-3.125
16720,6.9375,1.9375,-0.6875
16740,6.25,0.5625,1.875
16760,-5.625,0.4375,8.375
16780,-11.5,1.5,13.6875
16800,-8.5,0.875,14.25
16820,-8.125,-0.125,8.375
16840,-8,0.5,7.125
16860,-5.5,1.375,7.5625
16880,0,0.1875,4.375
16900,2.75,0.5,0.5625
16920,2.25,1,-2.125
16940,5.4375,1.4375,-1.875
16960,6.5,0.625,-2.5
16980,4.5,-0.25,-2.5
17000,2.25,2,-0.4375
17020,2.4375,1.25,1.375
17040,-1.5625,-1.6875,0.75
17060,-0.375,-0.3125,3.6875
17080,0.75,-0.1875,5.0625
17100,0.9375,0.1875,2.25
17120,2.0625,1.8125,1.5
17140,1,3.0625,2.1875
17160,-3.8125,4.125,1.875
17180,-9.4375,2.4375,-1.375
17200,-11.1875,2.1875,-3.75
17220,-11.1875,4.5625,-3.4375
17240,-12.4375,4.125,-1.5625
17260,-10.5,0.9375,-2.5
17280,-4.0625,0.9375,-1.875
17300,-0.4375,1.1875,-2.4375
17320,5.125,0.875,-5.0625
17340,10.1875,2.1875,-5.8125
17360,9.375,3.25,-4.4375
17380,2.4375,2.0625,-1.4375
17400,-5.5,-0.375,1.9375
17420,-10.625,-1,5.125
17440,-12.1875,-0.5625,3.125
17460,-7.0625,-0.375,-1.75
17480,-1.0625,-0.125,-5
17500,1.1875,0.4375,-5.375
17520,2.1875,1.125,-5.5625
17540,3.875,1.0625,-5.25
17560,3.875,-0.0625,-6.6875
17580,2.875,1.8125,-3.625
17600,-3.3125,1.5,-4
17620,-8.25,0.8125,-5.75
17640,-10.6875,1.5,-5.1875
17660,-13,3.0625,-2.625
17680,-11.5625,4.1875,-1.375
17700,-7.875,3.875,-1.125
17720,-6.125,3.1875,0.5
17740,-4.875,2.25,2.875
17760,-5.5625,2.125,1.5625
17780,-5.375,2.375,-0.6875
17800,-3.9375,1.375,-3.0625
17820,1.0625,2.25,-5.4375
17840,-5.0625,1.875,-6.625
17860,-11.4375,-1.1875,-4.8125
17880,-8,-3.3125,1.4375
17900,-8.1875,-3.125,3.6875
17920,-6.5,-1.3125,-1.25
17940,0.125,2.0625,-4.1875
17960,7.125,6.4375,-2.5
17980,2.75,7.5625,-2.5625
18000,-3.9375,7.9375,-3.0625
18020,-8.75,7.875,-0.75
18040,-17.0625,5.3125,-4.5
18060,-15.875,3,-10.4375
18080,-14.75,2.5625,-13.3125
18100,-14.5,1.25,-15.4375
18120,-15.3125,0.8125,-18
18140,-8.25,0.0625,-14.3125
18160,0.375,0.9375,-11.875
18180,-1.6875,1.375,-8.875
18200,-4.6875,-1.5625,-4.625
18220,-5.375,-5.125,-0.0625
18240,-9.5,-6.5625,4.5
18260,-12,-7,5.5625
18280,-10.25,-12.875,-3.4375
18300,-9.375,-16.3125,-9
18320,-7.4375,-9.375,-1.4375
18340,-8.3125,-8.3125,0.125
18360,-9.375,-12.625,-4.5
18380,-5.0625,-8.5,0.375
18400,6.1875,-3.625,4.3125
18420,14,-2.75,2.1875
18440,18.3125,-10.25,0.25
18460,11.875,-13.6875,7.875
18480,1.9375,-26.4375,12.875
18500,-2.875,-38.5,31
18520,-7.375,-44.4375,51.875
18540,8.4375,-37.6875,67.25
18560,12.25,-32.875,64.8125
18580,-3.75,-35.75,43.5
18600,-19.0625,-29.1875,34.9375
18620,-24.1875,-20.25,30.1875
18640,-33,-18.125,22.125
18660,-31.375,-16.3125,25.3125
18680,-17.125,-14.9375,25.375
18700,-13.3125,-15.5,18.8125
18720,-4.875,-15.6875,15.5
18740,6.0625,-14.0625,20.125
18760,9.25,-14.375,24.6875
18780,6.5,-13.375,23.9375
18800,1.1875,-11.125,23.3125
18820,-7.125,-6.4375,18.5
18840,-14.5,-4.4375,13.5
18860,-17.125,-3.125,8.8125
18880,-13.75,-3.4375,4.75
18900,-4.0625,-6.6875,1.5
18920,5.625,-8.3125,-1.25
18940,13.8125,-6.25,-4
18960,20.8125,-3,-8.0625
18980,20.9375,-0.5,-11.625
19000,16.5,0.6875,-12.1875
19020,5.75,1.8125,-5.3125
19040,-1.3125,0.625,-0.6875
19060,-13,-1.6875,4.4375
19080,-14.125,-0.625,10.1875
19100,-11.0625,0,9.875
19120,-10.25,0.1875,6.3125
19140,-5.8125,1.375,2.1875
19160,1.875,0.4375,0.25
19180,-1.4375,0.6875,0.9375
19200,1.75,-0.75,1.75
19220,2.25,-2.25,4.1875
19240,3.5,-1.9375,1.875
19250,3.1875,-1.75,-0.4375
19270,2.75,-0.375,-3.8125
19290,3.5625,0.125,-7.0625
19310,4.25,1.25,-8.875
19330,-0.375,2.25,-8.8125
19350,-3.6875,2.3125,-6.6875
19370,-5.375,2.3125,-0.375
19390,-4.875,-0.3125,8.3125
19410,-4.1875,-3.75,11.6875
19430,-6.375,-2.75,10.4375
19450,-2.625,0.5,5.375
19470,1.4375,1.8125,-3.25
19490,-0.8125,1.8125,-2.75
19510,-4.6875,2.125,4.4375
19530,-3.6875,-0.875,10.5
19550,-4.0625,-1.6875,13.375
19570,-5.9375,-0.125,10.3125
19590,-2.875,1.625,2.4375
19610,-1.5,2.3125,-2.25
19630,-1.375,1.6875,-2.625
19650,3,-0.5,1.625
19670,5,-3.125,7.125
19690,9.375,-2.5625,3.75
19710,15.1875,0,-1.875
19730,11.625,3.1875,-7.4375
19750,11.4375,3.5625,-11.0625
19770,11.4375,2.5,-7.9375
19790,4.5,0.5625,-2
19810,-4.4375,-1.1875,2.5625
19830,-6.6875,-2.4375,5.6875
19850,-5.75,-1.9375,4.0625
19870,-5.4375,-0.8125,-1
19890,-3.4375,1.5,-4.625
19910,2.5,2.9375,-2.4375
19930,8.3125,1.1875,0.8125
19950,5.875,-0.5,5.0625
19970,0,0.375,8.75
19990,-4,1.375,6.8125
20010,-6.75,1.0625,3.9375
20030,-6.875,1,0.625
20050,-3.1875,1.8125,-0.9375
20070,5.375,3.5,-2.5
20090,11.375,4.125,0.3125
20110,13.5625,2.5,6.125
20130,12.0625,0.0625,6.1875
20150,4.9375,1.3125,3.3125
20170,-10.3125,4,5.5625
20190,-15,2.375,4.875
20210,-13.625,-0.5,4.9375
20230,-10.4375,-0.0625,5.4375
20250,-2.3125,2.5625,2.75
20270,11.0625,5.5,3.5
20290,22.8125,5.4375,4.1875
20310,23.4375,3.25,3.125
20330,14.3125,2.5625,1.0625
20350,1.5625,2.625,-1.4375
20370,-10.375,2.6875,-4.5625
20390,-18.3125,2.1875,0.1875
20410,-16.625,2.5625,5.375
20430,-5.5,0.5,9.125
20450,1.1875,0.875,9.3125
20470,13.9375,0.875,5.5
20490,14.5,1.3125,1.1875
20510,9.3125,2.5625,-4
20530,3.9375,3.75,-7.25
20550,-6.5,6.1875,-2
20570,-9.6875,4.9375,2.5
20590,-6.5,4.0625,6.5625
20610,-2.625,4.4375,14.0625
20630,1.9375,2.8125,13.1875
20650,8.0625,0.5,9.9375
20670,5,2.0625,4.75
20690,-1.125,2.375,0.125
20710,-1.625,1.5625,-5.6875
20730,-2.8125,1.4375,-6.875
20750,-2.8125,2.125,-1.9375
20770,0.25,0.875,-0.125
20790,4.625,-0.3125,1.4375
20810,6.25,1.9375,3
20830,6.0625,3.4375,1.9375
20850,3.125,3.3125,0.6875
20870,-5.0625,3.3125,1.625
20890,-8.5625,3.4375,2.375
20910,-5.8125,3.125,1.25
20930,-5.1875,3.3125,1.625
20950,-3.75,2.875,4.9375
20970,3.875,0.6875,4.25
20990,11.4375,-0.625,2
21010,10.1875,1.1875,2.25
21030,7.3125,1.5625,1.625
21050,5.6875,0.25,1
21070,1.9375,0.1875,2.75
21090,-5.5625,0.5625,3.6875
21110,-7.125,1.0625,1.5
21130,-2.4375,2.3125,0.375
21150,1.3125,3,1.25
21170,2,3.25,1.625
21190,4.75,3.1875,4.5625
21210,2.3125,3.375,6.9375
21230,-3.9375,1.125,8.3125
21250,-4.125,1.375,4.75
21270,-3.375,2.875,0.1875
21290,-3.5,4.4375,-1.0625
21310,-0.375,3,-0.5
21330,6.0625,1.6875,1.3125
21350,5.3125,1.375,6.0625
21370,2.1875,1.125,5.4375
21390,2.125,0.875,1.875
21410,0.6875,2.5625,-1.9375
21430,-3.3125,4,-4.125
21450,-2.8125,4.9375,-1.125
21470,2.1875,4.1875,6.6875
21490,4.6875,1.75,15.375
21510,-0.875,1.875,21.0625
21530,-3.25,0,26.9375
21550,-8.5625,2.25,28.25
21570,-9.0625,3.5,27.125
21590,-10.4375,5.0625,22.1875
21610,-7.9375,10.4375,10.0625
21630,-2.125,22.8125,0.75
21650,-0.6875,43.8125,15.9375
21670,19.75,45.6875,67.625
21690,43.75,15.5625,104.375
21710,41.125,-10.5,112.188
21730,19.5625,-0.4375,124.563
21750,-17.8125,17.75,115.25
21770,-50.5,15.8125,85.5
21790,-45.1875,13.3125,68.9375
21810,-37.875,15.0625,54.625
21830,-23.125,20.8125,45.8125
21840,18.4375,24.6875,52
21860,36.75,23.4375,57.4375
21880,18.25,22.5625,63.4375
21900,-2.5,26.625,62.0625
21920,-23.6875,28.75,54.375
21940,-52.25,24.5,44.0625
21960,-61.3125,24,31.5
21980,-48.0625,28.8125,27.375
22000,-39.625,28.5625,35.9375
22020,-29.125,19.6875,53.6875
22040,-17.0625,9.125,73.875
22060,-10.1875,3,84.0625
22080,-9.375,-3.3125,70.25
22100,-6.3125,-4.6875,47.8125
22120,-17.8125,0.1875,46.1875
22140,-22.875,-4.4375,45.6875
22160,-33.6875,-8.4375,35.3125
22180,-47.625,-5.625,36.625
22200,-52.625,-7.75,45.5625
22220,-50.0625,-18.5625,53.5625
22240,-48.625,-27.1875,71.375
22260,-44.0625,-32.5,80.8125
22280,-39.6875,-39.625,85.6875
22300,-29.875,-44.75,81.625
22320,-19.875,-44.5,70.0625
22340,-17.4375,-42.375,49.6875
22360,29.5,16.25,-74.75
22380,57.8125,46.0625,-70.4375
22400,51.8125,34.75,-43.875
22420,7.6875,-12.3125,-12.125
22440,-6.75,-2.125,32.375
22460,-39.5,11.75,37.0625
22480,-39.625,3.3125,-4.8125
22500,31.3125,-1.125,-19.6875
22520,54.6875,-2.5,-30.1875
22540,46.125,1.0625,-23.5
22560,55.75,2.375,-12.8125
22580,44.375,3.6875,-5.5
22600,21,4.8125,-4.5625
22620,-5.5,1.875,-7
22640,-35.8125,4.375,-2.375
22660,-48.9375,4.75,2.9375
22680,-33.8125,-0.5,3.5625
22700,-1.375,-1.5,8.5625
22720,26.3125,-2.375,6.8125
22740,33.25,-1.875,-1.25
22760,23.375,1.9375,-1
22780,2.75,1.25,-9.5
22800,-13.875,1.75,-7.9375
22820,-20.4375,2.1875,-5.6875
22840,-14.875,1.6875,-3.6875
22860,-3.4375,1.6875,1
22880,7.5,1.0625,-2.875
22900,15.1875,1.875,-6.625
22920,15.875,0.8125,-7.4375
22940,8.0625,0.4375,-7.875
22960,1.375,0.8125,-3.6875
22980,0.875,-1.3125,-4.8125
23000,-1.1875,-0.5,-5.5
23020,3.1875,1.9375,-10.5625
23040,11.8125,2.4375,-12.125
23060,13.125,2.375,-14.375
23080,14.8125,2.8125,-10.4375
23100,11.0625,0.625,-6.4375
23120,6.875,-0.25,-1.875
23140,1.0625,-0.125,0.375
23160,-8.125,-0.125,0.375
23180,-9.75,0.3125,-1.375
23200,-4.8125,-0.0625,-4.25
23220,1,0.875,-5.6875
23240,6.875,1.0625,-5.0625
23260,8.9375,1.1875,-3.0625
23280,10.5,0.6875,-4.875
23300,7.1875,0.125,-4.9375
23320,4.625,-0.625,-6.6875
23340,2,0.4375,-3.5
23360,-2,-0.9375,-0.8125
23380,-2.4375,-0.4375,-0.3125
23400,-4.625,0.0625,0.5
23420,-3.375,-1.5,-3.25
23440,1.4375,0.375,-1.1875
23460,2,-0.6875,-0.3125
23480,5.875,-0.4375,-1.8125
23500,6.5625,0.5,-2.25
23520,4.25,-0.5625,-5.0625
23540,2.5625,0.875,-1
23560,-1.4375,-0.1875,-2.875
23580,-2.0625,1,-2.8125
23600,-4.3125,0.5625,-1.75
23620,-2.3125,-1.1875,-2.9375
23640,3.125,0.5625,0.4375
23660,3.25,-0.6875,-0.625
23680,4.9375,-0.4375,1.375
23700,3.4375,-0.6875,0.0625
23720,-1.375,-1.5,-1.4375
23740,-1.5625,-0.625,-2
23760,-0.25,-0.5,-4.5625
23780,0.8125,0.1875,-2.0625
23800,4.75,-0.75,-1.0625
23820,4.875,-0.5,1.6875
23840,0.4375,-0.1875,1.375
23860,-1.3125,-0.3125,-0.0625
23880,-1.9375,-0.5625,-1
23900,-2.125,-0.6875,-3.8125
23920,-2.3125,-0.125,-1.8125
23940,-0.375,-0.5,-1.5625
23960,2.1875,0.6875,1.375
23980,4.8125,0.1875,-1.25
24000,5.25,0.25,-1.375
24020,2,-0.1875,-1.1875
24040,-2.875,-0.4375,-0.5
24060,-3.125,0.875,-0.625
24080,1.25,0.25,-3.0625
24100,4.5,0.625,-4.5
24120,7.5,1.0625,-3.875
24140,6.75,0.4375,-2.375
24160,0.9375,0.8125,-1.125
24180,-2.4375,-0.5,-1
24200,-6.125,-0.875,-0.5625
24220,-7.6875,-0.1875,1.75
24240,-5.5,-0.0625,1.375
24260,1.25,0.0625,0.4375
24280,4.3125,0.5,-1.6875
24300,8.25,0.875,-4.75
24320,6.3125,0.9375,-1.75
24340,1.75,0.5,-0.8125
24360,-0.25,1.625,-0.125
24380,-0.25,0.1875,-3.8125
24400,2,0.875,-3.625
24410,2.125,0.9375,-4.8125
24430,6.5625,0.8125,-2.5
24450,5.3125,0.8125,0
24470,0.875,0.375,0.8125
24490,-1.0625,0.1875,0.75
24510,-5.75,0.1875,0.25
24530,-6.6875,0.5625,-0.8125
24550,-1.75,0.875,-0.5625
24570,2.625,0.4375,-1.0625
24590,6,0.5625,-1.5
24610,7.5,0.5,-0.9375
24630,3.25,0,0.9375
24650,-2.625,-0.1875,0.5625
24670,-6.3125,-0.0625,0.375
24690,-6.75,-0.25,-0.8125
24710,-2.6875,0.5,-0.25
24730,2.1875,0.4375,1.1875
24750,6.0625,0.8125,0.875
24770,6.9375,0.9375,-0.8125
24790,2.8125,0.0625,-1.375
24810,-4.4375,0.4375,-1.25
24830,-4.375,1.5625,0.6875
24850,2.9375,1.5,-3.375
24870,5.4375,-0.0625,-6
24890,6.75,1.8125,-4.0625
24910,4.75,1.6875,-5.25
24930,-2.0625,0.75,-8.75
24950,-7.0625,-0.625,-7.0625
24970,-15.5,-1.4375,2.8125
24990,-20,2.5625,13.5625
25010,-16.25,3.8125,14.125
25030,2.4375,-1.625,10.4375
25050,5.1875,-3.4375,13.875
25070,5.25,1,21.3125
25090,-1.375,0.8125,19.6875
25110,-14.625,-0.5625,12
25130,-21.125,3,6.8125
25150,-17.3125,3.4375,-2.3125
25170,-1.375,4.1875,-6.6875
25190,15.4375,5.75,-4.375
25210,32.625,3.4375,-5
25230,39.25,5.875,-3.25
25250,31.625,7.5625,-1.6875
25270,23.4375,4.8125,-1.0625
25290,12.25,2.375,-0.6875
25310,-2.125,2.9375,8.9375
25330,-21.5,-1,21.1875
25350,-27.4375,-2.125,3.875
25370,-32.5,2.9375,-1.25
25390,-15.5625,8.4375,3.625
25410,9,-1.25,17.1875
25430,49.8125,-4.5625,42.5
25450,43.375,-4.9375,52.25
25470,-0.625,5.3125,40.6875
25490,4.5,7.3125,21.8125
25510,26.8125,7.3125,20.875
25530,64.6875,25.25,55.4375
25550,111.375,49.4375,77.125
25570,172.563,70.125,63.625
25590,172.5,87.375,48.875
25610,129.375,107.563,49.0625
25630,369.875,-129.875,54.25
25650,240.875,104,68.125
25670,137.75,195.188,136.938
25690,155.563,133.875,110.813
25710,95.5625,-46.6875,76.6875
25730,-52.5,94.5,65
25750,-125.688,22.625,100.875
25770,-96.125,-27.75,150.813
25790,-154,-66.8125,144.5
25810,-126.25,-51.375,88.8125
25830,-85.1875,12.5,20.125
25850,3.4375,-1.5,-96.8125
25870,13.4375,-14,-112.688
25890,47.8125,-29.1875,-37.6875
25910,198.875,-26.3125,-19.1875
25930,226.563,15.5625,-26.625
25950,173.875,13.8125,-33.3125
25970,132.875,-32.5,-39.5
25990,259.688,-141.125,-94.125
26010,273.25,-189.563,-281.688
26030,164,-250.063,-461.5
26050,-84,-376.5,-579.813
26070,-41.5625,10.625,-520.563
26090,180.188,-263.563,-729.813
26110,-426.938,145.938,-382.125
26130,-108.938,176.063,-328.563
26150,239,105.063,-272.75
26170,102.25,173.375,-97.5
26190,-76.125,144.125,99.625
26210,27.25,75.8125,118.813
26230,203.625,-23.75,124.625
26250,-22.0625,-123.063,56.9375
26270,-270.5,-113.5,-120
26290,-284.813,-110.313,-180.125
26310,-99.875,-129.688,-77.8125
26330,4.625,-139.5,76.9375
26350,117.625,-100.938,180.063
26370,260.375,-32.9375,220.375
26390,455,-30.125,209.563
26410,621.938,-59.75,138.188
26430,560.563,-50.9375,79.3125
26450,258.188,-26.125,109.563
26470,-11.25,-83.375,140.438
26490,-202.375,-124.563,16.8125
26510,-466.875,-143.25,79.5
26530,-730.625,-104.313,164.938
26550,-696.313,-42.0625,42.375
26570,-345.063,-65.375,30.9375
26570,59.875,-90.6875,82.0625
26590,170.25,-6.5625,32.8125
26610,131.625,85.6875,-26.3125
26630,197.938,86.1875,-79.25
26650,297.063,82.0625,-132.063
26690,245.688,127.313,-192.125
26710,119,150.625,-162.938
26730,5.875,163.313,-126.438
26750,-31.5,180.25,-124.313
26770,-88.5,142.313,-65
26790,-152.625,159.25,-46.75
26810,-204.25,92.625,87.5625
26830,-208.25,62.625,137.625
26850,-175.188,73.6875,121.938
26870,-77.6875,65.5,106.188
26890,-37.9375,7.3125,130.563
26910,11.1875,-29.1875,152.313
26930,94.1875,11.8125,85.25
26950,124.313,-6.4375,75.9375
26970,160.188,13.5625,23.5625
26990,138.25,64.375,36.125
27010,41.5625,48.625,162.188
27020,5.5625,113.313,295.188
27040,-64.5625,115.75,223.5
27060,-50.0625,82.5,181.125
27080,-82.75,38.1875,114.438
27100,-88.25,60.375,54.3125
27120,-44.4375,84.6875,63.5625
27140,10.8125,105.313,106.313
27160,-3.6875,101.875,139.813
27180,-47.5,73.875,149.625
27200,-62.0625,78.3125,125.063
27220,-90.5625,106.063,63.1875
27240,-172.625,114.188,17.125
27260,-285.188,55.3125,53.8125
27280,-306.5,19.375,62.0625
27300,-198.688,46.3125,41.6875
27320,-154.313,73.6875,24.25
27340,-209.125,46.4375,78.5625
27360,-169.125,25.25,87.1875
27380,-121.813,15.0625,77.8125
27400,-83.6875,-0.0625,81.4375
27420,-56.3125,28.75,70.0625
27440,-54.75,34.9375,67.8125
27460,-63,0.4375,98.1875
27480,-98.9375,1.625,109.875
27500,-148.188,62.0625,79.75
27520,-184.688,72.625,12.875
27540,33.25,127.813,-64.8125
27560,87.9375,41.9375,-91.125
27580,82.3125,78.625,-108.375
27600,39.4375,85.8125,-19.375
27620,3,31.125,38.75
27640,-0.375,22.9375,36.3125
27660,74,-2.8125,7
27680,37.25,-7,-5.375
27700,3.5,-19.1875,-44.125
27720,56.6875,9.5,-36.875
27740,111.563,24.875,-75
27760,156.75,9.875,-74.625
27780,173.125,26.8125,-56.1875
27800,123.5,21.125,-55.4375
27810,27.875,8.625,-40.875
27830,-33.25,5.25,-37.625
27850,-47,12.9375,-37
27850,-45.1875,13.125,-22.4375
27870,-9.6875,-7.9375,-25.625
27890,-13.5,-3.5625,-21.0625
27910,15.4375,-12.875,-12.375
27910,14.3125,-2.8125,-4.9375
27930,25.3125,-16.0625,6.1875
27970,24.75,-12.8125,13.375
28010,35.1875,-6.1875,13.4375
28040,38,-6.375,7
28060,32.4375,9.125,-1.375
28080,49.5625,14.4375,-1.5
28100,61.875,20.125,-2.25
28120,63.25,23.6875,3.0625
28140,73.4375,21.625,7.625
28160,85.3125,22.75,20.375
28180,56.625,8.25,27.1875
28200,53.3125,8.75,36.25
28220,57.3125,8.0625,36.0625
28240,64.125,3.75,33.1875
28260,70.125,8.6875,24.8125
28280,69.5,19.25,18.125
28300,48.75,21.5625,14.1875
28320,45.625,30,9.25
28340,38.1875,28.4375,3.1875
28360,39.25,62.8125,31.6875
28380,-42.0625,52.9375,64.9375
28400,-81.25,87.5625,67.25
28420,-84,113.625,137.813
28440,-149.313,121.938,97.25
28460,-147,137.938,162.688
28480,-224.25,137.625,116.875
28500,-363.313,189.375,124.375
28520,-499.625,38,107.938
28540,-348.875,-121.375,150.125
28560,39.0625,-26.4375,168.688
28580,156.125,-5.25,83.875
28600,177.813,30.3125,88.1875
28620,117.188,3.5625,32.5
28640,62.6875,-1.5625,35.8125
28660,141.688,13.4375,2.0625
28680,135.75,10,-12.1875
28700,147.875,34.625,-28.1875
28720,48.0625,45.625,-36.1875
28740,34.8125,38.5,-25.875
28760,11.125,43.1875,-19.5
28780,45.4375,-0.625,-13.625
28800,136.75,-19.5,11.9375
28820,179.938,-9.1875,12.5
28840,131.813,-34.875,31.375
28860,44.3125,-40.3125,19
28880,43.8125,-27.9375,19.3125
28900,69.8125,1.5,-3.25
28920,136.438,23.9375,-6.5625
28940,133.688,37.5625,-23.125
28960,116.438,36.25,-8.125
28980,53.0625,8.0625,4.6875
29000,49.25,2,7.0625
29020,68.9375,-11.125,32.8125
29040,86.6875,11.625,33
29060,68.875,88.125,23.375
29080,112.5,121.25,52.5
29100,151.875,72.9375,58.1875
29120,161.063,73.875,32.8125
29140,109.875,46.8125,23.9375
29160,109.5,46.6875,46.6875
29180,37.75,7.4375,30.1875
29200,55.25,28.625,16.4375
29220,181.563,-0.5,-17.125
29240,231.313,9,-6.625
29260,207.625,0.5625,0.8125
29280,227.5,9.0625,-3.5625
29300,84.4375,-12.9375,36.3125
29320,127.625,-3.0625,24.625
29330,136.813,-2.4375,30.375
29350,77.75,0.3125,33.0625
29350,109.438,-13.1875,6.3125
29370,167.875,-4.3125,-26.6875
29390,118.813,9.875,-78.6875
29410,118.75,-23.75,-12.125
29410,99.0625,16.8125,26.25
29430,73.9375,-6.125,24.3125
29450,153.938,37.5625,23.375
29470,218.25,8.8125,-9.8125
29470,217.813,-7.125,-23.5
29520,195,-0.125,-22.8125
29570,287.438,4.625,-2.0625
29600,384.25,-4.1875,0.875
29610,179.438,-268.625,274.875
29630,-342.625,-54.875,113.313
29650,54.625,-92.375,410.813
29670,-59.5,137.938,117.375
29690,2.875,48.625,-61.6875
29710,32.375,-95.0625,113
29730,113.625,-106,213.563
29750,-25.1875,-124.625,166.25
29770,-93.4375,-32.8125,53.75
29790,-71.1875,31,34
29810,-13.5,104.625,25.75
29830,-23.125,16,-34.6875
29850,-19.6875,-26.625,-59.6875
29870,-33.375,-112,-114.375
29890,46.5625,-100.375,-69.5
29910,-100.063,-32,-31.125
29930,-86.1875,19,-29.75
29950,18.6875,6.5,-24.0625
29970,58.5,10.0625,11.5
29990,61.6875,0.375,18.5
30010,-4.5,-6.4375,20.625
30030,-39.3125,-12.3125,21.9375
30050,-7.6875,-2.0625,11.625
30070,58.1875,2.375,3.8125
30090,66,4.1875,11
30110,28.0625,6.3125,7.125
30130,26,-0.5,4.5625
30150,54.0625,-1.6875,-5
30170,80.0625,-8.1875,-6.5625
30190,50,-1.375,-9.25
30210,1.8125,-2.375,-1.875
30230,-6.9375,-2.5,3.6875
30250,18.875,-0.125,8.0625
30270,36.1875,0.875,4
30290,4.875,2.25,-4.5
30310,-35.5,2.0625,-6.4375
30330,-42.4375,-1.125,-0.1875
30350,-20.0625,-3.125,3.4375
30370,-11.625,-2.125,2.5625
30390,-38.1875,0.1875,5.625
30410,-64.6875,5.25,2
30430,-69,1.5625,4.0625
30450,-26.4375,-0.25,-2.75
30470,-12.25,-3.8125,-2.6875
30490,-28.9375,-4.125,-4.75
30510,-18.25,-0.3125,-2.375
30530,7,1.625,-1.3125
30550,41.5625,0.6875,2.25
30570,47.4375,1.4375,4.625
30590,25.375,4.125,4.375
30610,38.125,-0.1875,3
30630,50.75,-1.125,-1.0625
30650,46.125,-4.0625,-4
30670,28,-2.8125,-6.4375
30690,10.1875,-0.4375,-2.4375
30710,2.875,0.8125,1.875
30730,11.0625,0.4375,5.125
30750,12.75,2.25,2.75
30770,-12.375,1.375,-0.625
30790,-27.125,-0.0625,-2.375
30810,-29.9375,-0.625,-2.0625
30830,-26.625,0.375,-2.8125
30850,-25.625,-3,-0.75
30870,-43.4375,4.3125,0.6875
30890,-59.5,0.75,4.5625
30910,-29.8125,3.8125,2.6875
30930,-14.4375,-1.1875,1.25
30950,-9.4375,-1.625,-2.75
30970,-7.125,0.4375,-5.1875
30990,2.75,-0.9375,-2.0625
31010,30.0625,-0.625,-0.625
31030,47,1.3125,2.125
31050,32.6875,2.6875,3.125
31070,28.75,-0.25,3.25
31090,33,0.6875,0.3125
31110,31.75,-1.875,-1.5625
31130,29.5,-4,-2.75
31150,9.0625,-0.6875,-3.75
31170,-7.25,0.8125,-1.375
31190,-0.625,0.5,1.75
31210,-1.6875,1.5,4.25
31230,-15.75,2,3.6875
31250,-26.4375,-0.375,1.375
31270,-36.9375,-0.625,-1.125
31290,-36.875,-1.4375,-3.8125
31310,-25.875,0.125,-2.1875
31330,-30.5625,-0.9375,-0.8125
31350,-28.75,1,1.8125
31370,-16.875,1.6875,1.1875
31390,-1.1875,0.1875,2.125
31410,14.0625,0.9375,0.4375
31430,15.625,-0.5625,-0.25
31450,20,-2.1875,-1.9375
31470,29.5,1.0625,-1.75
31490,34.375,-0.375,-0.9375
31510,37.8125,-1.125,1.6875
