Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
2545,-2,0,-5,0,1,3,-8,-2,0
2550,-3,-3,0,-2,-3,2,-2,3,0
2555,-3,2,2,4,1,-1,4,2,0
2560,-2,0,0,4,5,3,0,3,0
2565,3,7,-5,-2,-2,0,3,3,0
2570,-2,-6,2,-4,-5,-1,0,-7,0
2575,0,1,-2,-4,-4,1,-3,-2,0
2580,7,-3,-2,-2,4,-1,-1,-5,0
2585,1,-6,-6,-4,1,-7,0,-3,0
2590,0,-2,-1,-4,1,-4,1,-3,0
2595,-2,4,-3,5,7,6,1,-1,0
2600,-2,4,0,1,0,1,7,-2,0
2605,2,0,-4,-3,-5,-1,1,3,0
2610,-9,-11,-3,0,-3,0,4,-3,0
2615,-5,-2,5,-2,-13,1,4,-1,0
2620,-2,-2,-4,1,-3,-3,2,3,0
2625,-3,3,1,-3,-3,-5,-3,3,0
2630,-1,6,-2,6,4,-1,-2,3,0
2635,5,2,1,4,7,4,-6,-2,0
2640,6,-2,-3,-7,-1,4,-1,1,0
2645,-1,0,-2,-4,-2,-4,-5,-3,0
2650,-6,0,0,-4,-7,-7,-6,-2,0
2655,-3,4,-1,-3,0,-5,-3,-1,0
2660,0,4,-3,-3,-6,7,-10,1,0
2665,1,-4,0,2,3,7,-2,0,0
2670,2,2,4,0,-4,-16,0,-6,0
2675,-6,-9,-2,-7,-13,-10,0,-1,0
2680,-1,-12,3,-4,-9,-10,2,-3,0
2685,-2,9,1,-2,-7,3,-5,-6,0
2690,-6,-3,-2,5,2,10,3,2,0
2695,-2,-2,-2,-2,-7,-7,0,-4,0
2700,-7,-6,-2,-6,-2,-5,-2,-2,0
2705,-1,0,0,-4,1,-3,-6,-3,0
2710,0,0,-1,-3,0,1,3,-5,0
2715,4,0,0,3,5,2,5,2,0
2720,3,0,3,-1,-3,4,-2,3,0
