Timestamp, Angle x, Angle y, Angle z
13920,-0.709022,-1.04385,-0.265599,
13940,-0.733225,-1.04457,-0.278701,
13960,-0.764409,-1.04571,-0.295178,
13980,-0.818687,-1.04901,-0.308911,
14000,-0.879489,-1.04708,-0.332522,
14020,-0.908659,-1.05302,-0.402254,
14040,-0.906729,-1.08465,-0.508153,
14060,-0.84532,-1.15167,-0.663768,
14080,-0.679369,-1.23031,-0.88145,
14100,-0.446083,-1.28283,-1.17023,
14120,-0.222407,-1.30742,-1.45359,
14140,-0.127194,-1.31303,-1.60377,
14160,-0.347195,-1.33372,-1.43885,
14180,-0.676699,-1.32876,-1.14203,
14200,-0.852729,-1.30424,-0.980631,
14220,-0.805484,-1.32336,-1.00418,
14240,-0.902645,-1.33161,-0.938809,
14260,-0.920496,-1.33273,-0.897995,
