Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8
10125,-17,-3,24,37,19,-6,-5,-8,
10130,5,6,4,9,7,-1,-16,5,
10135,-10,-14,-14,11,-7,-1,6,-13,
10140,-7,-18,4,-27,3,0,5,15,
10145,12,23,-2,51,30,4,0,-1,
10150,-4,-8,8,0,-2,13,23,9,
10155,25,8,-27,-64,-49,-24,-21,5,
10160,-15,-1,-8,46,9,0,4,-15,
10165,0,-18,-5,-13,4,0,-1,22,
10170,-13,10,23,24,51,19,22,-18,
10175,-8,6,-49,-15,-21,-4,-12,0,
10180,12,-11,-1,-18,-34,-30,-7,2,
10185,-8,-5,-30,-10,-10,-3,10,-11,
10190,0,-2,6,13,17,4,-11,19,
10195,-4,-13,22,-3,7,5,-6,-23,
10200,0,8,-22,15,3,1,9,15,
10205,-15,-7,5,-7,11,1,-8,-29,
10210,14,-2,-1,6,-2,4,16,35,
10215,10,-6,5,-31,18,-8,8,9,
10220,-11,10,-24,15,-10,-2,-27,-7,
10225,0,-4,0,-17,-33,-2,1,-12,
10230,-16,-13,-33,0,-19,-12,-9,-22,
10235,-4,16,38,-42,13,-1,-16,-7,
10240,-1,4,-25,101,71,16,33,23,
10245,4,10,9,-55,-42,-4,1,0,
10250,-4,-19,-5,-66,-48,-15,-19,-22,
10255,-1,-9,-5,74,-4,-4,-9,22,
10260,-9,-14,8,9,50,18,3,-1,
10265,0,0,2,-24,14,-4,-23,3,
10270,7,0,-16,20,-39,-9,20,-10,
10275,-5,-9,4,-37,-19,8,14,-6,
10280,2,0,-3,6,-25,-9,-10,-4,
10285,-7,6,42,105,102,38,27,1,
10290,27,9,-25,-10,-8,-39,-68,9,
10295,-20,-15,-8,-26,-81,-19,-2,-32,
10300,17,17,0,-90,-10,-10,-2,52,
10305,-2,-20,-57,73,-12,16,15,2,
10310,-18,-8,20,94,70,19,27,-10,
10315,8,26,8,-13,37,24,8,-8,
10320,11,-8,-8,27,-37,-16,-12,-13,
10325,-5,14,-1,-89,-31,-6,-2,-7,
10330,-11,-15,-26,-12,-15,-8,17,19,
10335,4,1,-43,57,28,9,5,17,
10340,-1,-7,16,-81,-32,4,4,-14,
10345,6,34,5,16,28,-3,-10,-5,
10350,-1,3,-4,-39,-50,-12,-37,-11,
10355,-3,-19,14,37,41,-8,1,-3,
10360,-32,-12,23,-11,10,11,27,-5,
10365,-4,-5,6,21,1,-13,-12,-9,
10370,-3,-12,-20,-64,-39,-20,-7,29,
10375,11,15,33,-27,-5,10,-4,-30,
10380,12,34,-13,38,38,15,-2,26,
10385,-4,-11,5,-13,-49,-17,1,2,
10390,-25,-8,24,-16,17,4,9,-26,
10395,8,-5,-21,3,-31,1,-13,7,
10400,-16,-21,27,-1,-14,-38,-33,-16,
10405,9,23,13,19,34,20,35,-1,
10410,15,3,-13,-9,43,8,-29,1,
10415,-17,-2,33,17,20,1,45,12,
10420,1,15,-12,49,23,21,26,-13,
10425,-9,-40,-17,-71,-65,-25,-54,-1,
10430,1,1,26,2,-32,4,8,-20,
10435,6,1,9,16,7,13,19,6,
10440,-19,-6,-55,29,28,-4,-57,9,
10445,16,9,-2,44,45,3,29,-9,
10450,-20,-1,31,-65,-32,-7,-11,-23,
10455,1,-9,-3,69,-6,-15,-25,-24,
10460,4,-24,-2,-44,-63,-24,-1,-2,
10465,-10,-8,16,-8,-5,15,27,25,
10470,13,21,13,30,65,30,-1,-4,
10475,-4,11,-11,-3,11,-1,11,12,
10480,6,-5,5,16,-37,-1,28,-21,
10485,3,7,25,-63,7,-11,-10,17,
10490,-17,-23,-19,5,-85,-32,-5,10,
10495,10,-8,2,14,15,13,27,-6,
10500,18,25,11,-5,67,28,13,-9,
10505,-8,24,36,50,72,5,-28,-18,
10510,-13,-11,-40,-37,-53,-24,4,25,
10515,6,-17,-44,-51,-69,-22,-45,-20,
10520,3,6,18,-24,-20,-4,1,-16,
10525,-9,-20,2,52,23,7,19,7,
10530,6,-2,-4,38,97,39,24,27,
10535,-1,16,9,34,-1,1,-12,-4,
10540,-5,-1,-17,-36,-19,-20,-40,-9,
10545,1,-2,-14,-41,-111,-23,-51,-5,
10550,5,11,-1,-47,16,-17,13,-11,
10555,-11,-22,14,1,32,34,23,12,
10560,11,-5,-26,-13,43,-5,-27,-21,
10565,16,27,-34,-19,-29,5,-8,21,
10570,-26,-24,0,-35,-45,-2,-2,-33,
10575,-11,-11,-16,63,37,-9,2,-22,
10580,24,33,14,-17,-25,-4,9,38,
10585,8,2,-32,22,20,-10,-19,-1,
10590,5,8,-4,-39,9,16,24,-8,
10595,-27,-39,27,26,25,1,-48,-26,
10600,-23,-25,-2,-13,-26,13,35,-1,
10605,31,9,6,-110,-86,-21,-4,21,
10610,0,14,1,111,32,-9,-2,-5,
10615,-2,8,-1,-38,44,17,-3,14,
10620,-1,-1,10,101,44,-12,4,7,
10625,-20,-19,-9,-68,-46,10,32,-19,
10630,2,-6,-12,-32,-21,-12,-28,-4,
10635,3,-4,-33,17,-3,-9,6,9,
10640,7,11,12,-83,-2,12,13,8,
10645,-3,2,4,94,102,16,13,-7,
10650,7,12,-13,-58,-64,4,3,-9,
10655,-11,-5,9,-41,-12,-18,-16,13,
10660,9,5,-6,27,-59,-28,-16,5,
10665,-25,-31,11,-6,-24,-40,-42,-26,
10670,9,5,18,64,73,17,25,-9,
10675,-1,19,9,3,64,43,39,10,
10680,5,14,4,-22,30,6,-45,-9,
10685,10,-23,-20,-72,-84,-6,15,7,
10690,-1,-5,-4,90,4,-1,-12,-15,
10695,11,-12,-14,-86,-71,-17,18,-5,
10700,-10,2,33,102,93,11,12,1,
10705,-8,-6,-28,66,10,9,15,-11,
10710,3,14,28,-22,-16,-33,-19,-16,
10715,5,17,-57,-53,-15,1,3,30,
10720,-15,-25,-7,-23,-67,-17,-4,-13,
10725,21,18,39,-14,43,27,9,-11,
10730,-5,-26,-14,37,28,13,19,43,
10735,-1,8,17,57,39,-2,-19,-1,
10740,-9,10,0,-41,47,11,13,-7,
10745,-26,-19,-16,-67,-88,-34,-50,-17,
10750,13,0,-11,15,-45,7,2,29,
10755,-4,-3,3,-1,-3,-10,27,-15,
10760,28,-4,-9,18,31,5,11,40,
10765,3,19,29,58,99,10,20,-8,
10770,-9,-10,-14,-18,-6,42,8,-1,
10775,-8,-17,-17,-30,-61,-65,-67,-24,
10780,-18,-19,17,-10,-23,9,14,-15,
10785,1,2,-22,-42,-16,-34,-5,14,
10790,1,21,-1,-13,-15,7,16,3,
10795,13,10,23,7,10,26,15,6,
10800,-3,-5,15,-19,-2,-13,-4,-22,
10805,-9,-18,12,-21,29,53,50,10,
10810,-5,8,-6,69,37,-36,-52,1,
10815,-2,-13,-10,-56,-62,-42,-27,-17,
10820,6,16,-35,-37,-79,-19,-31,-7,
10825,2,-12,29,20,31,-2,1,5,
10830,-1,-2,-2,55,65,17,44,21,
10835,1,34,27,3,45,31,23,-9,
10840,17,-3,1,-1,-22,7,-11,21,
10845,-19,-21,-23,-17,-89,-25,-1,-10,
10850,2,-13,22,-26,12,-16,-52,-17,
10855,-16,-11,34,47,6,-16,1,4,
10860,-3,-22,9,20,43,16,29,-17,
10865,15,41,5,-6,41,17,2,17,
10870,10,22,11,7,-13,1,9,-6,
10875,-19,-18,2,-66,-30,-14,-12,0,
10880,-4,-6,-13,43,-5,5,-6,-5,
10885,2,-1,8,12,-18,-11,-20,-2,
10890,5,-13,-25,-36,-10,-2,19,10,
10895,20,27,3,57,55,5,6,-6,
10900,-9,0,19,-62,-45,31,9,37,
10905,-15,-24,-43,3,-23,-21,-35,-39,
10910,0,-12,28,-72,0,-6,-15,-22,
10915,5,-5,-30,51,-2,2,0,21,
10920,-3,6,5,4,2,-17,11,-6,
10925,12,-15,23,28,44,13,4,32,
10930,-7,17,-5,-21,2,27,29,-12,
10935,9,-14,-25,4,-26,-9,-50,-1,
10940,-12,7,-9,-35,-4,-24,-10,-22,
10945,0,2,4,-55,-31,-5,6,12,
10950,4,-10,-11,9,-11,-5,9,3,
10955,2,-12,11,-6,17,15,21,3,
10960,-9,10,-4,61,59,24,12,-3,
10965,3,37,6,-6,17,-2,5,1,
10970,-1,-19,-11,22,-45,-10,-4,-6,
10975,-12,-3,4,36,-4,-12,-11,6,
10980,5,-20,-36,-128,-73,-18,-14,1,
10985,-18,-4,16,75,25,-1,11,-7,
10990,-3,-7,7,24,34,19,-10,-28,
10995,2,0,33,-19,-1,-7,15,14,
11000,15,42,-26,8,-27,-5,-12,47,
11005,-15,-22,-13,-13,-8,-2,-8,-24,
11010,-2,-1,-4,11,11,-11,-11,-13,
11015,-2,1,-16,-39,-44,-5,8,10,
11020,-23,-59,4,17,54,14,14,-12,
11025,0,-9,-6,50,44,8,2,-4,
11030,37,74,-10,-25,-18,0,-5,-5,
11035,0,6,5,-60,-50,-7,-9,16,
11040,-9,-8,-5,30,6,-10,-3,-29,
11045,-3,-24,-9,20,-7,-6,-5,14,
11050,-15,-26,10,-6,10,-7,-2,-2,
11055,7,30,-1,38,82,37,24,-19,
11060,0,14,8,-7,-38,-6,-10,-19,
11065,15,-10,0,-1,-30,0,-2,8,
11070,1,17,16,-15,16,-10,-13,13,
11075,-9,-19,-22,-26,-37,-4,1,-10,
11080,-18,-58,9,5,23,3,0,-1,
11085,21,76,12,12,29,4,14,-2,
11090,-16,-54,-17,-28,-25,8,-6,2,
11095,19,68,32,25,3,5,-6,4,
11100,-10,-3,-23,46,26,-5,3,-14,
11105,14,0,-1,-32,6,5,1,7,
11110,-7,-1,-4,-32,-40,-8,3,4,
11115,-16,-35,13,-64,7,10,1,-21,
11120,15,11,-45,82,-18,-25,-22,17,
11125,0,1,1,-35,-40,-13,-5,35,
11130,-14,-17,8,20,33,12,9,-10,
11135,6,9,2,24,23,4,-3,-7,
11140,-5,7,23,-17,25,27,30,-18,
11145,-9,-10,-28,33,45,2,-26,4,
11150,12,0,-16,-47,-52,-34,17,5,
11155,-15,-31,-19,-21,-54,-20,-21,-10,
11160,6,34,32,22,8,-2,-1,-5,
11165,-7,-22,-10,10,21,21,26,18,
11170,5,57,39,-17,33,19,5,-6,
11175,2,-16,-12,28,-15,4,9,16,
11180,-5,-22,-14,-65,-10,-12,-25,-9,
11185,9,30,25,-7,-27,1,1,-32,
11190,5,2,6,15,1,-20,4,83,
11195,0,-3,-2,44,0,1,-2,-18,
11200,-7,-10,39,-20,3,4,-12,20,
11205,-9,-32,-27,6,-21,-9,8,-30,
11210,12,-12,-33,7,23,8,-7,-2,
11215,-3,27,2,-17,-12,-7,4,5,
11220,9,30,26,-10,6,9,7,9,
11225,-12,-10,27,21,26,-9,-9,-11,
11230,-14,-24,9,-42,-54,-7,1,-19,
11235,-27,-61,-38,19,-13,-16,-16,-13,
11240,46,46,11,-28,-4,-4,-6,19,
11245,-10,21,-4,10,18,10,11,-6,
11250,1,0,-2,34,35,8,2,24,
11255,2,-7,-10,-22,2,14,7,-20,
11260,-40,-40,19,-5,-19,-19,-3,-27,
11265,4,4,-3,25,-2,-1,-22,-6,
11270,-19,-21,-21,5,-6,-10,-22,-30,
11275,25,17,8,-29,-22,7,20,38,
11280,4,6,-45,39,37,1,-1,9,
11285,10,12,20,-49,-35,-10,-1,-4,
11290,-10,-16,-9,-8,-2,2,-7,-32,
11295,13,28,-6,21,11,-6,-13,4,
11300,2,15,17,-21,-3,2,11,10,
11305,4,-9,11,-9,10,5,2,8,
11310,-10,0,10,29,16,6,1,-1,
11315,2,12,-24,-43,-20,-6,5,6,
11320,7,-5,-30,2,-24,-12,-26,-15,
11325,-20,-24,-17,-45,8,-10,-4,-26,
11330,11,14,30,12,-20,-7,-1,23,
11335,-2,-7,-8,-8,24,5,7,25,
11340,-15,-6,8,25,1,11,16,0,
11345,-8,-9,-18,-21,-8,-1,-5,10,
11350,-18,-33,-21,6,10,-5,-4,-35,
11355,28,-5,5,14,3,7,2,13,
11360,14,33,-6,-25,-6,7,20,-5,
11365,-8,1,5,-9,2,6,-17,-8,
11370,-2,3,-6,50,-2,-7,-3,7,
11375,-24,-29,-11,-33,-45,-21,-18,-9,
11380,7,-12,-12,8,6,6,32,-1,
11385,7,26,20,14,12,3,6,-6,
11390,-17,-7,-28,8,46,23,-16,4,
11395,-1,-12,-1,-49,-25,-25,-13,-19,
11400,13,-6,-5,59,-11,-14,-22,-5,
11405,1,37,9,16,-1,-3,5,10,
11410,9,-3,3,18,12,2,-1,-6,
11415,-19,8,26,22,42,26,23,-9,
11420,8,-1,5,-45,-11,11,-1,-5,
11425,1,-23,-19,-15,-47,-17,-11,11,
11430,-7,6,8,1,-8,-8,-6,-4,
11435,0,4,-8,-55,11,-2,-22,-4,
11440,-20,-38,-25,33,14,0,-3,-11,
11445,3,11,7,58,26,16,34,6,
11450,13,22,-20,-54,-47,-13,-8,4,
11455,0,4,15,29,8,-19,-15,-1,
11460,16,6,12,-2,-11,4,19,3,
11465,-17,5,17,29,29,-2,-12,-7,
11470,13,0,-37,-83,-36,1,9,-3,
11475,-10,-14,-24,42,13,9,3,0,
11480,-13,15,23,-26,-22,-14,-19,-6,
11485,-8,-15,10,41,28,0,0,-3,
11490,5,-13,-6,-24,7,-1,-7,-9,
11495,10,17,-6,4,-12,3,23,6,
11500,-6,-14,10,-5,1,0,-24,-12,
11505,-13,-27,-31,-51,-57,-13,0,-8,
11510,-7,-14,29,78,52,-10,-19,-16,
11515,10,19,-9,-81,-64,-8,-13,24,
11520,-14,-6,8,-20,22,6,19,3,
11525,12,11,14,3,1,10,7,5,
11530,1,0,-11,36,12,9,1,-5,
11535,10,21,16,-4,9,-13,-15,-4,
11540,0,-20,-30,-12,-31,-13,31,19,
11545,-10,-21,17,-65,-35,12,20,15,
11550,-1,11,-28,8,5,-5,3,39,
11555,-15,-9,18,69,53,21,14,-31,
11560,-10,-2,30,-35,33,4,-15,-2,
11565,9,-1,-43,8,-81,-29,-30,-16,
11570,-7,-2,37,-39,-34,-9,-6,-12,
11575,-10,-6,-2,15,13,-8,2,13,
11580,26,-31,21,72,66,25,12,6,
11585,16,61,17,1,61,26,38,11,
11590,-2,-2,-10,-57,-77,-48,-62,12,
11595,-18,-23,-15,-53,-68,6,34,-23,
11600,-17,-8,-1,-46,-28,-48,-58,-11,
11605,-14,-24,23,40,37,15,-2,-10,
11610,16,34,27,66,123,68,59,26,
11615,46,16,-57,-50,-27,-24,-48,18,
11620,-15,-6,-17,-24,-73,-15,9,-15,
11625,-5,-7,9,-15,-22,-5,-26,-9,
11630,-25,-11,-4,47,38,-5,2,-25,
11635,-3,3,27,1,21,11,14,2,
11640,-9,5,-30,-25,-33,-9,-6,-8,
11645,1,-26,-7,-56,-21,-6,-18,9,
11650,19,18,19,27,8,0,20,2,
11655,-6,-15,-2,39,59,12,3,-18,
11660,19,27,-24,-30,13,18,-4,41,
11665,-16,-5,31,-24,-51,-28,2,-22,
11670,-9,-19,-14,-93,-112,-15,-26,-5,
11675,-11,-17,-1,26,-6,-19,-16,-26,
11680,-13,3,10,2,11,1,-20,13,
11685,1,-7,-5,70,90,3,8,-7,
11690,-2,-9,23,1,1,6,-12,-12,
11695,6,11,-6,-81,-50,2,-10,1,
11700,5,-7,-22,90,0,1,6,3,
11705,0,-2,10,-6,4,-13,-5,3,
11710,13,12,-41,56,38,6,9,-15,
11715,-15,-16,15,-43,40,20,10,-13,
11720,6,28,-3,-38,-53,-16,8,6,
11725,-6,-6,-1,18,-3,7,-1,11,
11730,-16,-27,0,9,8,2,40,19,
11735,28,25,15,-7,20,4,13,1,
11740,-13,5,0,-19,-3,7,6,-22,
11745,5,-3,-12,-69,-40,-7,-13,14,
11750,14,-10,-1,42,0,0,21,-9,
11755,-28,-23,5,41,24,17,38,-18,
11760,26,32,2,-30,19,6,-25,62,
11765,-5,-10,-32,-32,4,-16,-5,-13,
11770,-12,-2,38,36,-11,-1,-16,-13,
11775,0,0,-24,-7,-30,-4,0,7,
11780,11,6,50,37,14,11,20,-16,
11785,-24,-17,3,-2,24,12,-7,8,
11790,43,34,-27,-51,21,14,-9,29,
11795,0,13,0,127,49,5,-12,-7,
11800,-34,-44,7,-42,-74,-16,22,26,
11805,27,-9,-2,14,-11,-16,-11,3,
11810,-18,0,10,61,27,-14,-8,-26,
11815,-8,27,37,-79,-18,14,31,4,
11820,40,18,-51,61,30,15,-53,-14,
11825,-17,-26,-36,11,-47,-29,-9,-18,
11830,1,-27,-2,-30,-16,-7,8,8,
11835,19,17,-16,19,-7,0,-21,8,
11840,-26,-19,49,26,104,13,31,-28,
11845,21,39,0,-67,-65,2,-3,6,
11850,-36,-9,13,-30,-34,5,-7,-13,
11855,11,-20,-29,42,9,-17,3,28,
11860,-10,14,0,-18,-8,-25,13,4,
11865,16,4,7,-4,38,23,22,9,
11870,-3,-12,-12,45,39,13,-4,-4,
11875,-25,1,-12,-4,-17,1,-33,5,
11880,-7,-21,20,-1,-29,7,-1,2,
11885,9,-10,-33,-21,-6,-13,-4,-19,
11890,2,36,-15,16,1,-18,-6,-5,
11895,-7,-15,18,-9,27,4,10,-7,
11900,0,13,17,24,49,0,-10,-29,
11905,-2,-12,5,7,-16,19,21,9,
11910,-12,-15,-35,-74,-110,-28,-28,9,
11915,15,22,-21,9,-7,-31,-26,-7,
11920,-15,-37,-24,1,14,10,8,-27,
11925,16,50,32,74,80,32,46,21,
11930,-22,-11,4,-78,31,-2,-30,-1,
11935,-11,-21,-44,101,-11,10,6,-5,
11940,-4,-12,-11,-57,-29,-16,-22,-25,
11945,5,5,30,9,-14,6,16,20,
11950,28,24,-1,-29,-22,-11,-8,-3,
11955,-5,14,17,-8,14,9,31,5,
11960,-10,-11,-5,32,76,9,-10,12,
11965,-6,-2,-14,-9,-65,-20,-39,-10,
11970,3,-21,24,-4,-39,-6,10,-14,
11975,8,8,-3,-5,20,-13,-20,14,
11980,1,16,-6,23,-10,3,25,-15,
11985,5,5,41,22,61,9,-23,43,
11990,-12,-21,10,-22,16,18,61,7,
11995,-23,-11,-2,3,-31,-13,-72,-35,
12000,19,15,21,-22,-36,-5,11,19,
12005,-2,7,-20,-36,9,6,-1,-24,
12010,29,19,-15,22,6,-18,-40,17,
12015,-16,-30,27,17,2,-3,8,-13,
12020,-18,-7,-4,-2,11,15,18,15,
12025,-12,-24,-32,-49,3,-20,-19,-37,
12030,9,-6,14,-29,-42,12,26,46,
12035,12,17,28,52,24,-7,-6,0,
12040,-3,17,-21,15,-33,-10,-7,-10,
12045,6,-9,24,2,38,9,15,6,
12050,-17,-25,5,8,22,13,-6,-29,
12055,2,27,8,-42,-28,-22,-1,14,
12060,-1,-8,9,-21,-20,-4,-11,-11,
12065,22,19,-9,-11,8,11,40,44,
12070,-15,-2,-37,78,66,5,12,-30,
12075,13,19,26,-83,-16,13,5,30,
12080,-15,-18,-28,-29,-33,5,-11,-27,
12085,5,21,26,-30,-34,-23,-51,-22,
12090,4,-5,-11,21,0,-19,4,15,
12095,-7,-25,0,17,46,35,51,-12,
12100,34,39,-11,-56,20,13,-5,28,
12105,-22,-37,-14,46,-63,-39,-45,-5,
12110,0,-2,15,-26,-14,20,10,-32,
12115,-11,-3,-4,31,-8,-25,-6,23,
12120,-6,-1,35,-2,16,2,0,-20,
12125,-14,-6,-19,10,46,19,46,14,
12130,11,19,10,54,17,4,-18,2,
12135,-2,-44,-27,-52,-28,8,-6,-24,
12140,16,34,-4,41,-25,-15,-9,-9,
12145,-12,1,5,11,10,3,3,21,
12150,-8,-20,-3,-48,-20,-21,-11,-8,
12155,-12,6,-3,-6,4,5,14,-7,
12160,-11,-36,-9,-3,-6,-2,3,-3,
12165,7,-12,-3,16,66,20,-10,15,
12170,-3,20,1,16,-30,-12,6,7,
12175,0,-12,-28,-35,-61,-13,-20,-23,
12180,6,3,-4,19,-24,-12,3,36,
12185,-12,-22,20,27,-13,-11,-20,-29,
12190,18,12,4,-25,41,27,1,0,
12195,0,10,-2,33,25,1,-6,0,
12200,-19,-26,6,18,6,-6,2,-4,
12205,5,18,-3,-22,-16,-11,-8,-2,
12210,-10,-6,-21,13,29,18,1,-6,
12215,5,23,-19,-37,-38,3,0,-19,
12220,-12,-23,3,-5,13,1,-9,5,
12225,-9,-24,-5,26,-16,-8,7,-8,
12230,-1,29,22,-51,-6,-15,0,-4,
12235,5,5,-18,-12,46,13,3,6,
12240,1,-13,-18,13,13,-2,-11,8,
12245,-12,9,10,-25,-15,-8,-3,-28,
12250,10,17,-12,12,-15,4,22,43,
12255,19,-14,-12,-16,-37,-12,-26,22,
12260,-7,5,16,-2,-2,-16,9,-27,
12265,-15,-8,6,8,17,13,3,-23,
12270,10,0,-8,-4,19,9,10,33,
12275,0,22,7,17,19,-3,-3,-1,
12280,4,-12,-10,-29,2,-8,-11,-7,
12285,19,15,9,61,-6,12,4,-1,
12290,-29,-51,-4,-43,-38,-26,-16,-38,
12295,6,2,-12,22,-8,-4,2,46,
12300,9,9,-12,-16,2,4,14,-13,
12305,-23,-34,7,-32,26,22,15,1,
12310,29,36,7,27,-12,-22,-17,6,
12315,-1,-9,7,-34,-23,4,16,-21,
12320,-5,4,18,39,-9,0,-8,1,
12325,-4,-28,-11,-39,-42,-32,-28,-2,
12330,-21,-10,21,-2,16,6,6,-16,
12335,-10,-33,-3,-13,24,-2,-5,12,
12340,-2,32,23,29,31,41,0,-15,
12345,16,22,-1,-1,-17,12,14,33,
12350,0,11,2,-17,-15,-12,-18,12,
12355,3,0,45,37,-11,-13,3,-4,
12360,-4,-4,-26,-42,-16,-5,-14,13,
12365,-6,-10,23,27,28,-5,0,-20,
12370,11,11,-13,-34,-8,18,13,-1,
12375,-20,-20,9,15,18,7,-15,-22,
12380,-13,-20,-53,-11,-33,-23,1,-14,
12385,16,16,22,-19,-23,-10,-6,15,
12390,-7,-7,-4,44,20,9,0,-4,
12395,24,31,-16,41,29,14,15,10,
12400,-4,-10,13,-43,1,-5,5,0,
12405,-5,27,-13,5,-24,-3,0,-13,
12410,-11,-18,19,-11,-21,-2,-3,-17,
12415,-12,-22,-32,-16,-24,-15,-18,-1,
12420,-7,-42,9,23,29,4,-4,-4,
12425,15,29,-45,-13,7,13,22,-1,
12430,-3,-1,31,-1,29,4,28,46,
12435,12,12,-11,-51,-57,-4,-18,11,
12440,-5,11,-4,-11,-19,-29,-5,-22,
12445,-18,-16,30,26,20,18,4,25,
12450,2,2,-2,-16,31,0,-6,-29,
12455,-16,-23,-6,61,15,-6,-7,-19,
12460,12,-6,-25,-38,-67,-14,-7,22,
12465,0,-16,8,24,5,-8,-2,-11,
12470,7,11,-11,-19,-14,14,-7,-18,
12475,-20,-5,-18,74,75,7,-5,0,
12480,24,16,26,7,3,13,58,50,
12485,8,8,-14,43,64,22,20,-2,
12490,14,12,-4,-41,-47,-31,-17,-6,
12495,-10,-32,3,-62,-53,7,-13,-36,
12500,-24,0,12,11,-2,-23,-23,-1,
12505,0,12,17,5,4,-1,-1,-16,
12510,-13,-17,-22,-17,8,-1,12,2,
12515,29,10,32,7,0,-3,11,29,
12520,-7,26,-25,45,34,16,-8,-33,
12525,11,24,-5,-42,-31,-18,-8,34,
12530,-22,0,2,44,9,9,0,-51,
12535,9,-34,12,-46,0,12,13,1,
12540,-2,-13,-12,-14,14,6,-5,-3,
12545,-5,-14,-20,-25,-46,-26,-13,-4,
12550,-2,14,9,15,2,-3,4,15,
12555,1,36,-18,11,19,8,28,4,
12560,3,8,10,20,29,5,-19,-5,
12565,-9,-13,-16,-20,-10,-6,-18,-19,
12570,-11,-20,8,-25,-43,-1,-38,3,
12575,-1,0,8,21,6,-14,22,-7,
12580,-4,-21,1,-24,-20,-11,-6,-4,
12585,8,33,-2,-58,-2,1,11,-6,
12590,-11,-16,-36,50,31,15,-1,14,
12595,20,23,45,0,5,4,-1,-10,
12600,-11,-5,9,-4,-12,-22,-28,3,
12605,2,-7,-29,11,-3,12,1,9,
12610,10,-23,17,-29,-7,10,14,5,
12615,-29,-18,-28,5,13,0,-15,-4,
12620,-2,10,19,27,3,0,20,-23,
12625,-8,-11,15,-14,-1,3,8,0,
12630,29,30,-20,3,-5,-25,-34,6,
12635,-11,1,15,-27,-4,2,-1,-16,
12640,-1,-18,25,-16,-13,13,5,27,
12645,-8,-7,7,34,16,-8,-12,-21,
12650,16,-1,9,-19,-9,4,14,-13,
12655,5,10,-16,19,17,-8,-1,46,
12660,4,22,13,-25,1,15,11,-22,
12665,-13,-28,0,80,24,-12,-17,1,
12670,-17,-23,11,-42,-17,3,-13,-16,
12675,11,11,-24,-8,-27,-23,-8,-17,
12680,-10,-17,-30,-40,-8,-1,12,37,
12685,20,19,-5,50,37,10,7,0,
12690,11,16,10,21,12,8,16,-6,
12695,-22,4,-48,-86,-35,-5,-14,-7,
12700,9,-9,0,1,-18,-19,-14,-3,
12705,-7,6,3,-3,-13,-5,1,-14,
12710,-16,3,17,91,59,23,33,21,
12715,15,1,56,2,17,0,9,-8,
12720,8,-9,1,-37,-59,18,13,7,
12725,18,32,15,-61,-30,-29,-24,-7,
12730,-14,0,40,-11,-16,-14,-19,11,
12735,-28,-8,12,40,45,6,18,-9,
12740,13,-21,40,26,33,14,4,-14,
12745,9,8,31,-2,-12,9,2,10,
12750,-16,-2,-24,42,-36,-35,9,7,
12755,2,-16,0,-63,-34,7,-12,34,
12760,13,24,2,59,35,4,-35,-12,
12765,-16,-17,-30,-32,-1,17,41,-8,
12770,-10,-5,4,21,53,14,26,-6,
12775,-4,10,-27,-58,-10,-4,-2,-3,
12780,-1,10,-40,47,-56,-31,-31,-7,
12785,24,-6,4,-68,-34,-7,-2,12,
12790,-2,28,-15,58,40,13,7,18,
12795,-14,-43,21,-31,2,19,12,-44,
12800,10,29,-3,38,49,20,55,25,
12805,-15,-25,-33,-12,-27,-38,-58,-32,
12810,9,-3,-5,-91,-75,-27,-18,-13,
12815,29,3,-15,-6,4,1,25,35,
12820,-24,-14,38,32,45,4,-1,-24,
12825,1,8,9,29,80,40,52,14,
12830,-4,10,58,-23,36,60,51,-3,
12835,-18,-2,-94,89,-89,-97,-114,-40,
12840,29,-15,-5,-128,-98,-18,72,58,
12845,-1,14,26,53,29,13,31,61,
12850,17,-26,13,12,34,7,-17,-13,
12855,-21,2,63,112,127,61,42,-18,
12860,-9,9,-12,-18,-27,7,-28,-5,
12865,-26,-21,-2,-103,-113,-77,-73,-40,
12870,8,-3,-7,46,-42,-4,14,15,
12875,16,13,-17,29,9,-1,-4,8,
12880,-36,-27,5,8,31,-20,-71,-12,
12885,14,5,50,7,101,54,68,1,
12890,-24,-11,-28,57,13,-6,-38,-17,
12895,-5,-14,6,-110,-72,-1,-26,-9,
12900,28,20,-6,58,0,-11,-3,-15,
12905,-7,37,-27,-76,-53,-2,-3,12,
12910,15,-4,-7,42,27,-30,-21,-24,
12915,-9,-12,45,-3,-9,3,20,-16,
12920,-15,-13,-40,-55,-33,22,46,19,
12925,3,-18,5,60,22,-24,-38,-31,
12930,-2,-10,-49,-109,-4,-4,18,1,
12935,-8,-12,-28,85,6,5,-7,2,
12940,4,34,-15,-27,3,-6,-5,-14,
12945,-11,-17,-29,2,-15,16,-7,-24,
12950,1,-12,21,4,3,10,-20,66,
12955,-9,19,-18,-34,9,-20,-30,-3,
12960,6,7,26,-30,-2,18,18,2,
12965,8,-3,-22,55,15,-7,-35,-4,
12970,-6,18,6,-50,-23,-7,28,-9,
12975,12,2,-13,9,-27,-20,-6,-3,
12980,-21,-14,10,26,10,-12,-12,-14,
12985,-16,-18,-17,-21,6,14,19,12,
12990,2,2,24,24,28,4,-13,-17,
12995,-3,-4,-20,-35,-23,-1,21,20,
13000,10,10,38,-45,37,7,-22,12,
13005,28,6,-6,81,15,11,21,7,
